time-1	source-iicr-1	source-cdf-1	source-pdf-1	inferred-iicr-1	inferred-cdf-1	inferred-pdf-1	model-iicr-1	model-cdf-1	model-pdf-1	time-2	source-iicr-2	source-cdf-2	source-pdf-2	inferred-iicr-2	inferred-cdf-2	inferred-pdf-2	model-iicr-2	model-cdf-2	model-pdf-2	time-3	source-iicr-3	source-cdf-3	source-pdf-3	inferred-iicr-3	inferred-cdf-3	inferred-pdf-3	model-iicr-3	model-cdf-3	model-pdf-3	time-4	source-iicr-4	source-cdf-4	source-pdf-4	inferred-iicr-4	inferred-cdf-4	inferred-pdf-4	model-iicr-4	model-cdf-4	model-pdf-4	time-5	source-iicr-5	source-cdf-5	source-pdf-5	inferred-iicr-5	inferred-cdf-5	inferred-pdf-5	model-iicr-5	model-cdf-5	model-pdf-5
1.0	100.282	0.00997187	0.00987243	1213.83	0.000411943	0.000823497	model-iicr-1	model-cdf-1	model-pdf-1	1.0	100.282	0.00997187	0.00987243	1223.11	0.00040882	0.000817254	model-iicr-2	model-cdf-2	model-pdf-2	1.0	100.282	0.00997187	0.00987243	1223.5	0.000408689	0.000816991	model-iicr-3	model-cdf-3	model-pdf-3	1.0	100.282	0.00997187	0.00987243	1223.73	0.000408614	0.000816842	model-iicr-4	model-cdf-4	model-pdf-4	1.0	100.282	0.00997187	0.00987243	1221.89	0.000409228	0.000818071	model-iicr-5	model-cdf-5	model-pdf-5
1.00231	100.287	2.30097e-05	0.00997111	1213.83	0.000412893	0.000823496	model-iicr-1	model-cdf-1	model-pdf-1	1.00231	100.287	2.30097e-05	0.00997111	1223.11	0.000409763	0.000817252	model-iicr-2	model-cdf-2	model-pdf-2	1.00231	100.287	2.30097e-05	0.00997111	1223.5	0.000409631	0.00081699	model-iicr-3	model-cdf-3	model-pdf-3	1.00231	100.287	2.30097e-05	0.00997111	1223.73	0.000409557	0.00081684	model-iicr-4	model-cdf-4	model-pdf-4	1.00231	100.287	2.30097e-05	0.00997111	1221.89	0.000410172	0.000818069	model-iicr-5	model-cdf-5	model-pdf-5
1.02096	100.293	0.00020898	0.00996872	1213.85	0.000420573	0.000823481	model-iicr-1	model-cdf-1	model-pdf-1	1.02096	100.293	0.00020898	0.00996872	1223.12	0.000417385	0.000817238	model-iicr-2	model-cdf-2	model-pdf-2	1.02096	100.293	0.00020898	0.00996872	1223.52	0.000417251	0.000816975	model-iicr-3	model-cdf-3	model-pdf-3	1.02096	100.293	0.00020898	0.00996872	1223.74	0.000417175	0.000816826	model-iicr-4	model-cdf-4	model-pdf-4	1.02096	100.293	0.00020898	0.00996872	1221.9	0.000417802	0.000818054	model-iicr-5	model-cdf-5	model-pdf-5
1.03996	100.298	0.000398365	0.00996629	1213.86	0.000428396	0.000823466	model-iicr-1	model-cdf-1	model-pdf-1	1.03996	100.298	0.000398365	0.00996629	1223.14	0.000425149	0.000817223	model-iicr-2	model-cdf-2	model-pdf-2	1.03996	100.298	0.000398365	0.00996629	1223.53	0.000425012	0.000816961	model-iicr-3	model-cdf-3	model-pdf-3	1.03996	100.298	0.000398365	0.00996629	1223.75	0.000424935	0.000816811	model-iicr-4	model-cdf-4	model-pdf-4	1.03996	100.298	0.000398365	0.00996629	1221.91	0.000425574	0.00081804	model-iicr-5	model-cdf-5	model-pdf-5
1.05931	100.304	0.000591227	0.00996382	1213.87	0.000436365	0.000823451	model-iicr-1	model-cdf-1	model-pdf-1	1.05931	100.304	0.000591227	0.00996382	1223.15	0.000433057	0.000817208	model-iicr-2	model-cdf-2	model-pdf-2	1.05931	100.304	0.000591227	0.00996382	1223.54	0.000432918	0.000816946	model-iicr-3	model-cdf-3	model-pdf-3	1.05931	100.304	0.000591227	0.00996382	1223.77	0.000432839	0.000816796	model-iicr-4	model-cdf-4	model-pdf-4	1.05931	100.304	0.000591227	0.00996382	1221.93	0.00043349	0.000818025	model-iicr-5	model-cdf-5	model-pdf-5
1.07903	100.309	0.000787629	0.0099613	1213.88	0.000444481	0.000823436	model-iicr-1	model-cdf-1	model-pdf-1	1.07903	100.309	0.000787629	0.0099613	1223.16	0.000441112	0.000817193	model-iicr-2	model-cdf-2	model-pdf-2	1.07903	100.309	0.000787629	0.0099613	1223.55	0.00044097	0.00081693	model-iicr-3	model-cdf-3	model-pdf-3	1.07903	100.309	0.000787629	0.0099613	1223.78	0.00044089	0.000816781	model-iicr-4	model-cdf-4	model-pdf-4	1.07903	100.309	0.000787629	0.0099613	1221.94	0.000441553	0.00081801	model-iicr-5	model-cdf-5	model-pdf-5
1.09911	100.315	0.000987635	0.00995873	1213.9	0.000452749	0.000823421	model-iicr-1	model-cdf-1	model-pdf-1	1.09911	100.315	0.000987635	0.00995873	1223.17	0.000449317	0.000817177	model-iicr-2	model-cdf-2	model-pdf-2	1.09911	100.315	0.000987635	0.00995873	1223.57	0.000449173	0.000816915	model-iicr-3	model-cdf-3	model-pdf-3	1.09911	100.315	0.000987635	0.00995873	1223.79	0.000449091	0.000816766	model-iicr-4	model-cdf-4	model-pdf-4	1.09911	100.315	0.000987635	0.00995873	1221.95	0.000449766	0.000817994	model-iicr-5	model-cdf-5	model-pdf-5
1.11956	100.321	0.00119131	0.00995611	1213.91	0.00046117	0.000823405	model-iicr-1	model-cdf-1	model-pdf-1	1.11956	100.321	0.00119131	0.00995611	1223.19	0.000457674	0.000817162	model-iicr-2	model-cdf-2	model-pdf-2	1.11956	100.321	0.00119131	0.00995611	1223.58	0.000457527	0.000816899	model-iicr-3	model-cdf-3	model-pdf-3	1.11956	100.321	0.00119131	0.00995611	1223.8	0.000457444	0.00081675	model-iicr-4	model-cdf-4	model-pdf-4	1.11956	100.321	0.00119131	0.00995611	1221.97	0.000458132	0.000817978	model-iicr-5	model-cdf-5	model-pdf-5
1.1404	100.327	0.00139872	0.00995345	1213.92	0.000469748	0.000823389	model-iicr-1	model-cdf-1	model-pdf-1	1.1404	100.327	0.00139872	0.00995345	1223.2	0.000466187	0.000817145	model-iicr-2	model-cdf-2	model-pdf-2	1.1404	100.327	0.00139872	0.00995345	1223.6	0.000466037	0.000816883	model-iicr-3	model-cdf-3	model-pdf-3	1.1404	100.327	0.00139872	0.00995345	1223.82	0.000465952	0.000816734	model-iicr-4	model-cdf-4	model-pdf-4	1.1404	100.327	0.00139872	0.00995345	1221.98	0.000466653	0.000817962	model-iicr-5	model-cdf-5	model-pdf-5
1.16162	100.333	0.00160993	0.00995074	1213.94	0.000478485	0.000823372	model-iicr-1	model-cdf-1	model-pdf-1	1.16162	100.333	0.00160993	0.00995074	1223.22	0.000474858	0.000817129	model-iicr-2	model-cdf-2	model-pdf-2	1.16162	100.333	0.00160993	0.00995074	1223.61	0.000474706	0.000816867	model-iicr-3	model-cdf-3	model-pdf-3	1.16162	100.333	0.00160993	0.00995074	1223.83	0.000474619	0.000816718	model-iicr-4	model-cdf-4	model-pdf-4	1.16162	100.333	0.00160993	0.00995074	1221.99	0.000475333	0.000817946	model-iicr-5	model-cdf-5	model-pdf-5
