Individus,Cas SNIF,IICR,Taille,M,Echantillon,Omega,n_inf,M_inf,N0_inf
10599,2120,707,6x8,1,14,0.5,,,
10600,2120,707,6x8,1,14,0.5,,,
10601,2121,707,6x8,1,14,1,,,
10602,2121,707,6x8,1,14,1,,,
10603,2121,707,6x8,1,14,1,,,
10604,2121,707,6x8,1,14,1,,,
10605,2121,707,6x8,1,14,1,,,
10606,2122,708,6x8,1,24,0.3,,,
10607,2122,708,6x8,1,24,0.3,,,
10608,2122,708,6x8,1,24,0.3,,,
10609,2122,708,6x8,1,24,0.3,,,
10610,2122,708,6x8,1,24,0.3,,,
10611,2123,708,6x8,1,24,0.5,,,
10612,2123,708,6x8,1,24,0.5,,,
10613,2123,708,6x8,1,24,0.5,,,
10614,2123,708,6x8,1,24,0.5,,,
10615,2123,708,6x8,1,24,0.5,,,
10616,2124,708,6x8,1,24,1,,,
10617,2124,708,6x8,1,24,1,,,
10618,2124,708,6x8,1,24,1,,,
10619,2124,708,6x8,1,24,1,,,
10620,2124,708,6x8,1,24,1,,,
10621,2125,709,6x8,1,34,0.3,,,
10622,2125,709,6x8,1,34,0.3,,,
10623,2125,709,6x8,1,34,0.3,,,
10624,2125,709,6x8,1,34,0.3,,,
10625,2125,709,6x8,1,34,0.3,,,
10626,2126,709,6x8,1,34,0.5,,,
10627,2126,709,6x8,1,34,0.5,,,
10628,2126,709,6x8,1,34,0.5,,,
10629,2126,709,6x8,1,34,0.5,,,
10630,2126,709,6x8,1,34,0.5,,,
10631,2127,709,6x8,1,34,1,,,
10632,2127,709,6x8,1,34,1,,,
10633,2127,709,6x8,1,34,1,,,
10634,2127,709,6x8,1,34,1,,,
10635,2127,709,6x8,1,34,1,,,
10636,2128,710,6x8,5,11,0.3,,,
10637,2128,710,6x8,5,11,0.3,,,
10638,2128,710,6x8,5,11,0.3,,,
10639,2128,710,6x8,5,11,0.3,,,
10640,2128,710,6x8,5,11,0.3,,,
10641,2129,710,6x8,5,11,0.5,,,
10642,2129,710,6x8,5,11,0.5,,,
10643,2129,710,6x8,5,11,0.5,,,
10644,2129,710,6x8,5,11,0.5,,,
10645,2129,710,6x8,5,11,0.5,,,
10646,2130,710,6x8,5,11,1,,,
10647,2130,710,6x8,5,11,1,,,
10648,2130,710,6x8,5,11,1,,,
10649,2130,710,6x8,5,11,1,,,
10650,2130,710,6x8,5,11,1,,,
10651,2131,711,6x8,5,12,0.3,,,
10652,2131,711,6x8,5,12,0.3,,,
10653,2131,711,6x8,5,12,0.3,,,
10654,2131,711,6x8,5,12,0.3,,,
10655,2131,711,6x8,5,12,0.3,,,
10656,2132,711,6x8,5,12,0.5,,,
10657,2132,711,6x8,5,12,0.5,,,
10658,2132,711,6x8,5,12,0.5,,,
10659,2132,711,6x8,5,12,0.5,,,
10660,2132,711,6x8,5,12,0.5,,,
10661,2133,711,6x8,5,12,1,,,
10662,2133,711,6x8,5,12,1,,,
10663,2133,711,6x8,5,12,1,,,
10664,2133,711,6x8,5,12,1,,,
10665,2133,711,6x8,5,12,1,,,
10666,2134,712,6x8,5,22,0.3,,,
10667,2134,712,6x8,5,22,0.3,,,
10668,2134,712,6x8,5,22,0.3,,,
10669,2134,712,6x8,5,22,0.3,,,
10670,2134,712,6x8,5,22,0.3,,,
10671,2135,712,6x8,5,22,0.5,,,
10672,2135,712,6x8,5,22,0.5,,,
10673,2135,712,6x8,5,22,0.5,,,
10674,2135,712,6x8,5,22,0.5,,,
10675,2135,712,6x8,5,22,0.5,,,
10676,2136,712,6x8,5,22,1,,,
10677,2136,712,6x8,5,22,1,,,
10678,2136,712,6x8,5,22,1,,,
10679,2136,712,6x8,5,22,1,,,
10680,2136,712,6x8,5,22,1,,,
10681,2137,713,6x8,5,13,0.3,,,
10682,2137,713,6x8,5,13,0.3,,,
10683,2137,713,6x8,5,13,0.3,,,
10684,2137,713,6x8,5,13,0.3,,,
10685,2137,713,6x8,5,13,0.3,,,
10686,2138,713,6x8,5,13,0.5,,,
10687,2138,713,6x8,5,13,0.5,,,
10688,2138,713,6x8,5,13,0.5,,,
10689,2138,713,6x8,5,13,0.5,,,
10690,2138,713,6x8,5,13,0.5,,,
10691,2139,713,6x8,5,13,1,,,
10692,2139,713,6x8,5,13,1,,,
10693,2139,713,6x8,5,13,1,,,
10694,2139,713,6x8,5,13,1,,,
10695,2139,713,6x8,5,13,1,,,
10696,2140,714,6x8,5,23,0.3,,,
10697,2140,714,6x8,5,23,0.3,,,
10698,2140,714,6x8,5,23,0.3,,,
10699,2140,714,6x8,5,23,0.3,,,
10700,2140,714,6x8,5,23,0.3,,,
10701,2141,714,6x8,5,23,0.5,,,
10702,2141,714,6x8,5,23,0.5,,,
10703,2141,714,6x8,5,23,0.5,,,
10704,2141,714,6x8,5,23,0.5,,,
10705,2141,714,6x8,5,23,0.5,,,
10706,2142,714,6x8,5,23,1,,,
10707,2142,714,6x8,5,23,1,,,
10708,2142,714,6x8,5,23,1,,,
10709,2142,714,6x8,5,23,1,,,
10710,2142,714,6x8,5,23,1,,,
10711,2143,715,6x8,5,33,0.3,,,
10712,2143,715,6x8,5,33,0.3,,,
10713,2143,715,6x8,5,33,0.3,,,
10714,2143,715,6x8,5,33,0.3,,,
10715,2143,715,6x8,5,33,0.3,,,
10716,2144,715,6x8,5,33,0.5,,,
10717,2144,715,6x8,5,33,0.5,,,
10718,2144,715,6x8,5,33,0.5,,,
10719,2144,715,6x8,5,33,0.5,,,
10720,2144,715,6x8,5,33,0.5,,,
10721,2145,715,6x8,5,33,1,,,
10722,2145,715,6x8,5,33,1,,,
10723,2145,715,6x8,5,33,1,,,
10724,2145,715,6x8,5,33,1,,,
10725,2145,715,6x8,5,33,1,,,
10726,2146,716,6x8,5,14,0.3,,,
10727,2146,716,6x8,5,14,0.3,,,
10728,2146,716,6x8,5,14,0.3,,,
10729,2146,716,6x8,5,14,0.3,,,
10730,2146,716,6x8,5,14,0.3,,,
10731,2147,716,6x8,5,14,0.5,,,
10732,2147,716,6x8,5,14,0.5,,,
10733,2147,716,6x8,5,14,0.5,,,
10734,2147,716,6x8,5,14,0.5,,,
10735,2147,716,6x8,5,14,0.5,,,
10736,2148,716,6x8,5,14,1,,,
10737,2148,716,6x8,5,14,1,,,
10738,2148,716,6x8,5,14,1,,,
10739,2148,716,6x8,5,14,1,,,
10740,2148,716,6x8,5,14,1,,,
10741,2149,717,6x8,5,24,0.3,,,
10742,2149,717,6x8,5,24,0.3,,,
10743,2149,717,6x8,5,24,0.3,,,
10744,2149,717,6x8,5,24,0.3,,,
10745,2149,717,6x8,5,24,0.3,,,
10746,2150,717,6x8,5,24,0.5,,,
10747,2150,717,6x8,5,24,0.5,,,
10748,2150,717,6x8,5,24,0.5,,,
10749,2150,717,6x8,5,24,0.5,,,
10750,2150,717,6x8,5,24,0.5,,,
10751,2151,717,6x8,5,24,1,,,
10752,2151,717,6x8,5,24,1,,,
10753,2151,717,6x8,5,24,1,,,
10754,2151,717,6x8,5,24,1,,,
10755,2151,717,6x8,5,24,1,,,
10756,2152,718,6x8,5,34,0.3,,,
10757,2152,718,6x8,5,34,0.3,,,
10758,2152,718,6x8,5,34,0.3,,,
10759,2152,718,6x8,5,34,0.3,,,
10760,2152,718,6x8,5,34,0.3,,,
10761,2153,718,6x8,5,34,0.5,,,
10762,2153,718,6x8,5,34,0.5,,,
10763,2153,718,6x8,5,34,0.5,,,
10764,2153,718,6x8,5,34,0.5,,,
10765,2153,718,6x8,5,34,0.5,,,
10766,2154,718,6x8,5,34,1,,,
10767,2154,718,6x8,5,34,1,,,
10768,2154,718,6x8,5,34,1,,,
10769,2154,718,6x8,5,34,1,,,
10770,2154,718,6x8,5,34,1,,,
10771,2155,719,6x8,10,11,0.3,,,
10772,2155,719,6x8,10,11,0.3,,,
10773,2155,719,6x8,10,11,0.3,,,
10774,2155,719,6x8,10,11,0.3,,,
10775,2155,719,6x8,10,11,0.3,,,
10776,2156,719,6x8,10,11,0.5,,,
10777,2156,719,6x8,10,11,0.5,,,
10778,2156,719,6x8,10,11,0.5,,,
10779,2156,719,6x8,10,11,0.5,,,
10780,2156,719,6x8,10,11,0.5,,,
10781,2157,719,6x8,10,11,1,,,
10782,2157,719,6x8,10,11,1,,,
10783,2157,719,6x8,10,11,1,,,
10784,2157,719,6x8,10,11,1,,,
10785,2157,719,6x8,10,11,1,,,
10786,2158,720,6x8,10,12,0.3,,,
10787,2158,720,6x8,10,12,0.3,,,
10788,2158,720,6x8,10,12,0.3,,,
10789,2158,720,6x8,10,12,0.3,,,
10790,2158,720,6x8,10,12,0.3,,,
10791,2159,720,6x8,10,12,0.5,,,
10792,2159,720,6x8,10,12,0.5,,,
10793,2159,720,6x8,10,12,0.5,,,
10794,2159,720,6x8,10,12,0.5,,,
10795,2159,720,6x8,10,12,0.5,,,
10796,2160,720,6x8,10,12,1,,,
10797,2160,720,6x8,10,12,1,,,
10798,2160,720,6x8,10,12,1,,,
10799,2160,720,6x8,10,12,1,,,
10800,2160,720,6x8,10,12,1,,,
10801,2161,721,6x8,10,22,0.3,,,
10802,2161,721,6x8,10,22,0.3,,,
10803,2161,721,6x8,10,22,0.3,,,
10804,2161,721,6x8,10,22,0.3,,,
10805,2161,721,6x8,10,22,0.3,,,
10806,2162,721,6x8,10,22,0.5,,,
10807,2162,721,6x8,10,22,0.5,,,
10808,2162,721,6x8,10,22,0.5,,,
10809,2162,721,6x8,10,22,0.5,,,
10810,2162,721,6x8,10,22,0.5,,,
10811,2163,721,6x8,10,22,1,,,
10812,2163,721,6x8,10,22,1,,,
10813,2163,721,6x8,10,22,1,,,
10814,2163,721,6x8,10,22,1,,,
10815,2163,721,6x8,10,22,1,,,
10816,2164,722,6x8,10,13,0.3,,,
10817,2164,722,6x8,10,13,0.3,,,
10818,2164,722,6x8,10,13,0.3,,,
10819,2164,722,6x8,10,13,0.3,,,
10820,2164,722,6x8,10,13,0.3,,,
10821,2165,722,6x8,10,13,0.5,,,
10822,2165,722,6x8,10,13,0.5,,,
10823,2165,722,6x8,10,13,0.5,,,
10824,2165,722,6x8,10,13,0.5,,,
10825,2165,722,6x8,10,13,0.5,,,
10826,2166,722,6x8,10,13,1,,,
10827,2166,722,6x8,10,13,1,,,
10828,2166,722,6x8,10,13,1,,,
10829,2166,722,6x8,10,13,1,,,
10830,2166,722,6x8,10,13,1,,,
10831,2167,723,6x8,10,23,0.3,,,
10832,2167,723,6x8,10,23,0.3,,,
10833,2167,723,6x8,10,23,0.3,,,
10834,2167,723,6x8,10,23,0.3,,,
10835,2167,723,6x8,10,23,0.3,,,
10836,2168,723,6x8,10,23,0.5,,,
10837,2168,723,6x8,10,23,0.5,,,
10838,2168,723,6x8,10,23,0.5,,,
10839,2168,723,6x8,10,23,0.5,,,
10840,2168,723,6x8,10,23,0.5,,,
10841,2169,723,6x8,10,23,1,,,
10842,2169,723,6x8,10,23,1,,,
10843,2169,723,6x8,10,23,1,,,
10844,2169,723,6x8,10,23,1,,,
10845,2169,723,6x8,10,23,1,,,
10846,2170,724,6x8,10,33,0.3,,,
10847,2170,724,6x8,10,33,0.3,,,
10848,2170,724,6x8,10,33,0.3,,,
10849,2170,724,6x8,10,33,0.3,,,
10850,2170,724,6x8,10,33,0.3,,,
10851,2171,724,6x8,10,33,0.5,,,
10852,2171,724,6x8,10,33,0.5,,,
10853,2171,724,6x8,10,33,0.5,,,
10854,2171,724,6x8,10,33,0.5,,,
10855,2171,724,6x8,10,33,0.5,,,
10856,2172,724,6x8,10,33,1,,,
10857,2172,724,6x8,10,33,1,,,
10858,2172,724,6x8,10,33,1,,,
10859,2172,724,6x8,10,33,1,,,
10860,2172,724,6x8,10,33,1,,,
10861,2173,725,6x8,10,14,0.3,,,
10862,2173,725,6x8,10,14,0.3,,,
10863,2173,725,6x8,10,14,0.3,,,
10864,2173,725,6x8,10,14,0.3,,,
10865,2173,725,6x8,10,14,0.3,,,
10866,2174,725,6x8,10,14,0.5,,,
10867,2174,725,6x8,10,14,0.5,,,
10868,2174,725,6x8,10,14,0.5,,,
10869,2174,725,6x8,10,14,0.5,,,
10870,2174,725,6x8,10,14,0.5,,,
10871,2175,725,6x8,10,14,1,,,
10872,2175,725,6x8,10,14,1,,,
10873,2175,725,6x8,10,14,1,,,
10874,2175,725,6x8,10,14,1,,,
10875,2175,725,6x8,10,14,1,,,
10876,2176,726,6x8,10,24,0.3,,,
10877,2176,726,6x8,10,24,0.3,,,
10878,2176,726,6x8,10,24,0.3,,,
10879,2176,726,6x8,10,24,0.3,,,
10880,2176,726,6x8,10,24,0.3,,,
10881,2177,726,6x8,10,24,0.5,,,
10882,2177,726,6x8,10,24,0.5,,,
10883,2177,726,6x8,10,24,0.5,,,
10884,2177,726,6x8,10,24,0.5,,,
10885,2177,726,6x8,10,24,0.5,,,
10886,2178,726,6x8,10,24,1,,,
10887,2178,726,6x8,10,24,1,,,
10888,2178,726,6x8,10,24,1,,,
10889,2178,726,6x8,10,24,1,,,
10890,2178,726,6x8,10,24,1,,,
10891,2179,727,6x8,10,34,0.3,,,
10892,2179,727,6x8,10,34,0.3,,,
10893,2179,727,6x8,10,34,0.3,,,
10894,2179,727,6x8,10,34,0.3,,,
10895,2179,727,6x8,10,34,0.3,,,
10896,2180,727,6x8,10,34,0.5,,,
10897,2180,727,6x8,10,34,0.5,,,
10898,2180,727,6x8,10,34,0.5,,,
10899,2180,727,6x8,10,34,0.5,,,
10900,2180,727,6x8,10,34,0.5,,,
10901,2181,727,6x8,10,34,1,,,
10902,2181,727,6x8,10,34,1,,,
10903,2181,727,6x8,10,34,1,,,
10904,2181,727,6x8,10,34,1,,,
10905,2181,727,6x8,10,34,1,,,
10906,2182,728,6x8,50,11,0.3,,,
10907,2182,728,6x8,50,11,0.3,,,
10908,2182,728,6x8,50,11,0.3,,,
10909,2182,728,6x8,50,11,0.3,,,
10910,2182,728,6x8,50,11,0.3,,,
10911,2183,728,6x8,50,11,0.5,,,
10912,2183,728,6x8,50,11,0.5,,,
10913,2183,728,6x8,50,11,0.5,,,
10914,2183,728,6x8,50,11,0.5,,,
10915,2183,728,6x8,50,11,0.5,,,
10916,2184,728,6x8,50,11,1,,,
10917,2184,728,6x8,50,11,1,,,
10918,2184,728,6x8,50,11,1,,,
10919,2184,728,6x8,50,11,1,,,
10920,2184,728,6x8,50,11,1,,,
10921,2185,729,6x8,50,12,0.3,,,
10922,2185,729,6x8,50,12,0.3,,,
10923,2185,729,6x8,50,12,0.3,,,
10924,2185,729,6x8,50,12,0.3,,,
10925,2185,729,6x8,50,12,0.3,,,
10926,2186,729,6x8,50,12,0.5,,,
10927,2186,729,6x8,50,12,0.5,,,
10928,2186,729,6x8,50,12,0.5,,,
10929,2186,729,6x8,50,12,0.5,,,
10930,2186,729,6x8,50,12,0.5,,,
10931,2187,729,6x8,50,12,1,,,
10932,2187,729,6x8,50,12,1,,,
10933,2187,729,6x8,50,12,1,,,
10934,2187,729,6x8,50,12,1,,,
10935,2187,729,6x8,50,12,1,,,
10936,2188,730,6x8,50,22,0.3,,,
10937,2188,730,6x8,50,22,0.3,,,
10938,2188,730,6x8,50,22,0.3,,,
10939,2188,730,6x8,50,22,0.3,,,
10940,2188,730,6x8,50,22,0.3,,,
10941,2189,730,6x8,50,22,0.5,,,
10942,2189,730,6x8,50,22,0.5,,,
10943,2189,730,6x8,50,22,0.5,,,
10944,2189,730,6x8,50,22,0.5,,,
10945,2189,730,6x8,50,22,0.5,,,
10946,2190,730,6x8,50,22,1,,,
10947,2190,730,6x8,50,22,1,,,
10948,2190,730,6x8,50,22,1,,,
10949,2190,730,6x8,50,22,1,,,
10950,2190,730,6x8,50,22,1,,,
10951,2191,731,6x8,50,13,0.3,,,
10952,2191,731,6x8,50,13,0.3,,,
10953,2191,731,6x8,50,13,0.3,,,
10954,2191,731,6x8,50,13,0.3,,,
10955,2191,731,6x8,50,13,0.3,,,
10956,2192,731,6x8,50,13,0.5,,,
10957,2192,731,6x8,50,13,0.5,,,
10958,2192,731,6x8,50,13,0.5,,,
10959,2192,731,6x8,50,13,0.5,,,
10960,2192,731,6x8,50,13,0.5,,,
10961,2193,731,6x8,50,13,1,,,
10962,2193,731,6x8,50,13,1,,,
10963,2193,731,6x8,50,13,1,,,
10964,2193,731,6x8,50,13,1,,,
10965,2193,731,6x8,50,13,1,,,
10966,2194,732,6x8,50,23,0.3,,,
10967,2194,732,6x8,50,23,0.3,,,
10968,2194,732,6x8,50,23,0.3,,,
10969,2194,732,6x8,50,23,0.3,,,
10970,2194,732,6x8,50,23,0.3,,,
10971,2195,732,6x8,50,23,0.5,,,
10972,2195,732,6x8,50,23,0.5,,,
10973,2195,732,6x8,50,23,0.5,,,
10974,2195,732,6x8,50,23,0.5,,,
10975,2195,732,6x8,50,23,0.5,,,
10976,2196,732,6x8,50,23,1,,,
10977,2196,732,6x8,50,23,1,,,
10978,2196,732,6x8,50,23,1,,,
10979,2196,732,6x8,50,23,1,,,
10980,2196,732,6x8,50,23,1,,,
10981,2197,733,6x8,50,33,0.3,,,
10982,2197,733,6x8,50,33,0.3,,,
10983,2197,733,6x8,50,33,0.3,,,
10984,2197,733,6x8,50,33,0.3,,,
10985,2197,733,6x8,50,33,0.3,,,
10986,2198,733,6x8,50,33,0.5,,,
10987,2198,733,6x8,50,33,0.5,,,
10988,2198,733,6x8,50,33,0.5,,,
10989,2198,733,6x8,50,33,0.5,,,
10990,2198,733,6x8,50,33,0.5,,,
10991,2199,733,6x8,50,33,1,,,
10992,2199,733,6x8,50,33,1,,,
10993,2199,733,6x8,50,33,1,,,
10994,2199,733,6x8,50,33,1,,,
10995,2199,733,6x8,50,33,1,,,
10996,2200,734,6x8,50,14,0.3,,,
10997,2200,734,6x8,50,14,0.3,,,
10998,2200,734,6x8,50,14,0.3,,,
10999,2200,734,6x8,50,14,0.3,,,
11000,2200,734,6x8,50,14,0.3,,,
11001,2201,734,6x8,50,14,0.5,,,
11002,2201,734,6x8,50,14,0.5,,,
11003,2201,734,6x8,50,14,0.5,,,
11004,2201,734,6x8,50,14,0.5,,,
11005,2201,734,6x8,50,14,0.5,,,
11006,2202,734,6x8,50,14,1,,,
11007,2202,734,6x8,50,14,1,,,
11008,2202,734,6x8,50,14,1,,,
11009,2202,734,6x8,50,14,1,,,
11010,2202,734,6x8,50,14,1,,,
11011,2203,735,6x8,50,24,0.3,,,
11012,2203,735,6x8,50,24,0.3,,,
11013,2203,735,6x8,50,24,0.3,,,
11014,2203,735,6x8,50,24,0.3,,,
11015,2203,735,6x8,50,24,0.3,,,
11016,2204,735,6x8,50,24,0.5,,,
11017,2204,735,6x8,50,24,0.5,,,
11018,2204,735,6x8,50,24,0.5,,,
11019,2204,735,6x8,50,24,0.5,,,
11020,2204,735,6x8,50,24,0.5,,,
11021,2205,735,6x8,50,24,1,,,
11022,2205,735,6x8,50,24,1,,,
11023,2205,735,6x8,50,24,1,,,
11024,2205,735,6x8,50,24,1,,,
11025,2205,735,6x8,50,24,1,,,
11026,2206,736,6x8,50,34,0.3,,,
11027,2206,736,6x8,50,34,0.3,,,
11028,2206,736,6x8,50,34,0.3,,,
11029,2206,736,6x8,50,34,0.3,,,
11030,2206,736,6x8,50,34,0.3,,,
11031,2207,736,6x8,50,34,0.5,,,
11032,2207,736,6x8,50,34,0.5,,,
11033,2207,736,6x8,50,34,0.5,,,
11034,2207,736,6x8,50,34,0.5,,,
11035,2207,736,6x8,50,34,0.5,,,
11036,2208,736,6x8,50,34,1,,,
11037,2208,736,6x8,50,34,1,,,
11038,2208,736,6x8,50,34,1,,,
11039,2208,736,6x8,50,34,1,,,
11040,2208,736,6x8,50,34,1,,,
11041,2209,737,6x8,100,11,0.3,,,
11042,2209,737,6x8,100,11,0.3,,,
11043,2209,737,6x8,100,11,0.3,,,
11044,2209,737,6x8,100,11,0.3,,,
11045,2209,737,6x8,100,11,0.3,,,
11046,2210,737,6x8,100,11,0.5,,,
11047,2210,737,6x8,100,11,0.5,,,
11048,2210,737,6x8,100,11,0.5,,,
11049,2210,737,6x8,100,11,0.5,,,
11050,2210,737,6x8,100,11,0.5,,,
11051,2211,737,6x8,100,11,1,,,
11052,2211,737,6x8,100,11,1,,,
11053,2211,737,6x8,100,11,1,,,
11054,2211,737,6x8,100,11,1,,,
11055,2211,737,6x8,100,11,1,,,
11056,2212,738,6x8,100,12,0.3,,,
11057,2212,738,6x8,100,12,0.3,,,
11058,2212,738,6x8,100,12,0.3,,,
11059,2212,738,6x8,100,12,0.3,,,
11060,2212,738,6x8,100,12,0.3,,,
11061,2213,738,6x8,100,12,0.5,,,
11062,2213,738,6x8,100,12,0.5,,,
11063,2213,738,6x8,100,12,0.5,,,
11064,2213,738,6x8,100,12,0.5,,,
11065,2213,738,6x8,100,12,0.5,,,
11066,2214,738,6x8,100,12,1,,,
11067,2214,738,6x8,100,12,1,,,
11068,2214,738,6x8,100,12,1,,,
11069,2214,738,6x8,100,12,1,,,
11070,2214,738,6x8,100,12,1,,,
11071,2215,739,6x8,100,22,0.3,,,
11072,2215,739,6x8,100,22,0.3,,,
11073,2215,739,6x8,100,22,0.3,,,
11074,2215,739,6x8,100,22,0.3,,,
11075,2215,739,6x8,100,22,0.3,,,
11076,2216,739,6x8,100,22,0.5,,,
11077,2216,739,6x8,100,22,0.5,,,
11078,2216,739,6x8,100,22,0.5,,,
11079,2216,739,6x8,100,22,0.5,,,
11080,2216,739,6x8,100,22,0.5,,,
11081,2217,739,6x8,100,22,1,,,
11082,2217,739,6x8,100,22,1,,,
11083,2217,739,6x8,100,22,1,,,
11084,2217,739,6x8,100,22,1,,,
11085,2217,739,6x8,100,22,1,,,
11086,2218,740,6x8,100,13,0.3,,,
11087,2218,740,6x8,100,13,0.3,,,
11088,2218,740,6x8,100,13,0.3,,,
11089,2218,740,6x8,100,13,0.3,,,
11090,2218,740,6x8,100,13,0.3,,,
11091,2219,740,6x8,100,13,0.5,,,
11092,2219,740,6x8,100,13,0.5,,,
11093,2219,740,6x8,100,13,0.5,,,
11094,2219,740,6x8,100,13,0.5,,,
11095,2219,740,6x8,100,13,0.5,,,
11096,2220,740,6x8,100,13,1,,,
11097,2220,740,6x8,100,13,1,,,
11098,2220,740,6x8,100,13,1,,,
11099,2220,740,6x8,100,13,1,,,
11100,2220,740,6x8,100,13,1,,,
11101,2221,741,6x8,100,23,0.3,,,
11102,2221,741,6x8,100,23,0.3,,,
11103,2221,741,6x8,100,23,0.3,,,
11104,2221,741,6x8,100,23,0.3,,,
11105,2221,741,6x8,100,23,0.3,,,
11106,2222,741,6x8,100,23,0.5,,,
11107,2222,741,6x8,100,23,0.5,,,
11108,2222,741,6x8,100,23,0.5,,,
11109,2222,741,6x8,100,23,0.5,,,
11110,2222,741,6x8,100,23,0.5,,,
11111,2223,741,6x8,100,23,1,,,
11112,2223,741,6x8,100,23,1,,,
11113,2223,741,6x8,100,23,1,,,
11114,2223,741,6x8,100,23,1,,,
11115,2223,741,6x8,100,23,1,,,
11116,2224,742,6x8,100,33,0.3,,,
11117,2224,742,6x8,100,33,0.3,,,
11118,2224,742,6x8,100,33,0.3,,,
11119,2224,742,6x8,100,33,0.3,,,
11120,2224,742,6x8,100,33,0.3,,,
11121,2225,742,6x8,100,33,0.5,,,
11122,2225,742,6x8,100,33,0.5,,,
11123,2225,742,6x8,100,33,0.5,,,
11124,2225,742,6x8,100,33,0.5,,,
11125,2225,742,6x8,100,33,0.5,,,
11126,2226,742,6x8,100,33,1,,,
11127,2226,742,6x8,100,33,1,,,
11128,2226,742,6x8,100,33,1,,,
11129,2226,742,6x8,100,33,1,,,
11130,2226,742,6x8,100,33,1,,,
11131,2227,743,6x8,100,14,0.3,,,
11132,2227,743,6x8,100,14,0.3,,,
11133,2227,743,6x8,100,14,0.3,,,
11134,2227,743,6x8,100,14,0.3,,,
11135,2227,743,6x8,100,14,0.3,,,
11136,2228,743,6x8,100,14,0.5,,,
11137,2228,743,6x8,100,14,0.5,,,
11138,2228,743,6x8,100,14,0.5,,,
11139,2228,743,6x8,100,14,0.5,,,
11140,2228,743,6x8,100,14,0.5,,,
11141,2229,743,6x8,100,14,1,,,
11142,2229,743,6x8,100,14,1,,,
11143,2229,743,6x8,100,14,1,,,
11144,2229,743,6x8,100,14,1,,,
11145,2229,743,6x8,100,14,1,,,
11146,2230,744,6x8,100,24,0.3,,,
11147,2230,744,6x8,100,24,0.3,,,
11148,2230,744,6x8,100,24,0.3,,,
11149,2230,744,6x8,100,24,0.3,,,
11150,2230,744,6x8,100,24,0.3,,,
11151,2231,744,6x8,100,24,0.5,,,
11152,2231,744,6x8,100,24,0.5,,,
11153,2231,744,6x8,100,24,0.5,,,
11154,2231,744,6x8,100,24,0.5,,,
11155,2231,744,6x8,100,24,0.5,,,
11156,2232,744,6x8,100,24,1,,,
11157,2232,744,6x8,100,24,1,,,
11158,2232,744,6x8,100,24,1,,,
11159,2232,744,6x8,100,24,1,,,
11160,2232,744,6x8,100,24,1,,,
11161,2233,745,6x8,100,34,0.3,,,
11162,2233,745,6x8,100,34,0.3,,,
11163,2233,745,6x8,100,34,0.3,,,
11164,2233,745,6x8,100,34,0.3,,,
11165,2233,745,6x8,100,34,0.3,,,
11166,2234,745,6x8,100,34,0.5,,,
11167,2234,745,6x8,100,34,0.5,,,
11168,2234,745,6x8,100,34,0.5,,,
11169,2234,745,6x8,100,34,0.5,,,
11170,2234,745,6x8,100,34,0.5,,,
11171,2235,745,6x8,100,34,1,,,
11172,2235,745,6x8,100,34,1,,,
11173,2235,745,6x8,100,34,1,,,
11174,2235,745,6x8,100,34,1,,,
11175,2235,745,6x8,100,34,1,,,
11176,2236,746,7x7,1,11,0.3,,,
11177,2236,746,7x7,1,11,0.3,,,
11178,2236,746,7x7,1,11,0.3,,,
11179,2236,746,7x7,1,11,0.3,,,
11180,2236,746,7x7,1,11,0.3,,,
11181,2237,746,7x7,1,11,0.5,,,
11182,2237,746,7x7,1,11,0.5,,,
11183,2237,746,7x7,1,11,0.5,,,
11184,2237,746,7x7,1,11,0.5,,,
11185,2237,746,7x7,1,11,0.5,,,
11186,2238,746,7x7,1,11,1,,,
11187,2238,746,7x7,1,11,1,,,
11188,2238,746,7x7,1,11,1,,,
11189,2238,746,7x7,1,11,1,,,
11190,2238,746,7x7,1,11,1,,,
11191,2239,747,7x7,1,12,0.3,,,
11192,2239,747,7x7,1,12,0.3,,,
11193,2239,747,7x7,1,12,0.3,,,
11194,2239,747,7x7,1,12,0.3,,,
11195,2239,747,7x7,1,12,0.3,,,
11196,2240,747,7x7,1,12,0.5,,,
11197,2240,747,7x7,1,12,0.5,,,
11198,2240,747,7x7,1,12,0.5,,,
11199,2240,747,7x7,1,12,0.5,,,
11200,2240,747,7x7,1,12,0.5,,,
11201,2241,747,7x7,1,12,1,,,
11202,2241,747,7x7,1,12,1,,,
11203,2241,747,7x7,1,12,1,,,
11204,2241,747,7x7,1,12,1,,,
11205,2241,747,7x7,1,12,1,,,
11206,2242,748,7x7,1,22,0.3,,,
11207,2242,748,7x7,1,22,0.3,,,
11208,2242,748,7x7,1,22,0.3,,,
11209,2242,748,7x7,1,22,0.3,,,
11210,2242,748,7x7,1,22,0.3,,,
11211,2243,748,7x7,1,22,0.5,,,
11212,2243,748,7x7,1,22,0.5,,,
11213,2243,748,7x7,1,22,0.5,,,
11214,2243,748,7x7,1,22,0.5,,,
11215,2243,748,7x7,1,22,0.5,,,
11216,2244,748,7x7,1,22,1,,,
11217,2244,748,7x7,1,22,1,,,
11218,2244,748,7x7,1,22,1,,,
11219,2244,748,7x7,1,22,1,,,
11220,2244,748,7x7,1,22,1,,,
11221,2245,749,7x7,1,13,0.3,,,
11222,2245,749,7x7,1,13,0.3,,,
