Individus,Cas SNIF,IICR,Taille,M,Echantillon,Omega,n_inf,M_inf,N0_inf
1941,389,130,2x5,50,11,0.5,,,
1942,389,130,2x5,50,11,0.5,,,
1943,389,130,2x5,50,11,0.5,,,
1944,389,130,2x5,50,11,0.5,,,
1945,389,130,2x5,50,11,0.5,,,
1946,390,130,2x5,50,11,1,,,
1947,390,130,2x5,50,11,1,,,
1948,390,130,2x5,50,11,1,,,
1949,390,130,2x5,50,11,1,,,
1950,390,130,2x5,50,11,1,,,
1951,391,131,2x5,50,12,0.3,,,
1952,391,131,2x5,50,12,0.3,,,
1953,391,131,2x5,50,12,0.3,,,
1954,391,131,2x5,50,12,0.3,,,
1955,391,131,2x5,50,12,0.3,,,
1956,392,131,2x5,50,12,0.5,,,
1957,392,131,2x5,50,12,0.5,,,
1958,392,131,2x5,50,12,0.5,,,
1959,392,131,2x5,50,12,0.5,,,
1960,392,131,2x5,50,12,0.5,,,
1961,393,131,2x5,50,12,1,,,
1962,393,131,2x5,50,12,1,,,
1963,393,131,2x5,50,12,1,,,
1964,393,131,2x5,50,12,1,,,
1965,393,131,2x5,50,12,1,,,
1966,394,132,2x5,50,13,0.3,,,
1967,394,132,2x5,50,13,0.3,,,
1968,394,132,2x5,50,13,0.3,,,
1969,394,132,2x5,50,13,0.3,,,
1970,394,132,2x5,50,13,0.3,,,
1971,395,132,2x5,50,13,0.5,,,
1972,395,132,2x5,50,13,0.5,,,
1973,395,132,2x5,50,13,0.5,,,
1974,395,132,2x5,50,13,0.5,,,
1975,395,132,2x5,50,13,0.5,,,
1976,396,132,2x5,50,13,1,,,
1977,396,132,2x5,50,13,1,,,
1978,396,132,2x5,50,13,1,,,
1979,396,132,2x5,50,13,1,,,
1980,396,132,2x5,50,13,1,,,
1981,397,133,2x5,100,11,0.3,,,
1982,397,133,2x5,100,11,0.3,,,
1983,397,133,2x5,100,11,0.3,,,
1984,397,133,2x5,100,11,0.3,,,
1985,397,133,2x5,100,11,0.3,,,
1986,398,133,2x5,100,11,0.5,,,
1987,398,133,2x5,100,11,0.5,,,
1988,398,133,2x5,100,11,0.5,,,
1989,398,133,2x5,100,11,0.5,,,
1990,398,133,2x5,100,11,0.5,,,
1991,399,133,2x5,100,11,1,,,
1992,399,133,2x5,100,11,1,,,
1993,399,133,2x5,100,11,1,,,
1994,399,133,2x5,100,11,1,,,
1995,399,133,2x5,100,11,1,,,
1996,400,134,2x5,100,12,0.3,,,
1997,400,134,2x5,100,12,0.3,,,
1998,400,134,2x5,100,12,0.3,,,
1999,400,134,2x5,100,12,0.3,,,
2000,400,134,2x5,100,12,0.3,,,
2001,401,134,2x5,100,12,0.5,,,
2002,401,134,2x5,100,12,0.5,,,
2003,401,134,2x5,100,12,0.5,,,
2004,401,134,2x5,100,12,0.5,,,
2005,401,134,2x5,100,12,0.5,,,
2006,402,134,2x5,100,12,1,,,
2007,402,134,2x5,100,12,1,,,
2008,402,134,2x5,100,12,1,,,
2009,402,134,2x5,100,12,1,,,
2010,402,134,2x5,100,12,1,,,
2011,403,135,2x5,100,13,0.3,,,
2012,403,135,2x5,100,13,0.3,,,
2013,403,135,2x5,100,13,0.3,,,
2014,403,135,2x5,100,13,0.3,,,
2015,403,135,2x5,100,13,0.3,,,
2016,404,135,2x5,100,13,0.5,,,
2017,404,135,2x5,100,13,0.5,,,
2018,404,135,2x5,100,13,0.5,,,
2019,404,135,2x5,100,13,0.5,,,
2020,404,135,2x5,100,13,0.5,,,
2021,405,135,2x5,100,13,1,,,
2022,405,135,2x5,100,13,1,,,
2023,405,135,2x5,100,13,1,,,
2024,405,135,2x5,100,13,1,,,
2025,405,135,2x5,100,13,1,,,
2026,406,136,2x6,1,11,0.3,,,
2027,406,136,2x6,1,11,0.3,,,
2028,406,136,2x6,1,11,0.3,,,
2029,406,136,2x6,1,11,0.3,,,
2030,406,136,2x6,1,11,0.3,,,
2031,407,136,2x6,1,11,0.5,,,
2032,407,136,2x6,1,11,0.5,,,
2033,407,136,2x6,1,11,0.5,,,
2034,407,136,2x6,1,11,0.5,,,
2035,407,136,2x6,1,11,0.5,,,
2036,408,136,2x6,1,11,1,,,
2037,408,136,2x6,1,11,1,,,
2038,408,136,2x6,1,11,1,,,
2039,408,136,2x6,1,11,1,,,
2040,408,136,2x6,1,11,1,,,
2041,409,137,2x6,1,12,0.3,,,
2042,409,137,2x6,1,12,0.3,,,
2043,409,137,2x6,1,12,0.3,,,
2044,409,137,2x6,1,12,0.3,,,
2045,409,137,2x6,1,12,0.3,,,
2046,410,137,2x6,1,12,0.5,,,
2047,410,137,2x6,1,12,0.5,,,
2048,410,137,2x6,1,12,0.5,,,
2049,410,137,2x6,1,12,0.5,,,
2050,410,137,2x6,1,12,0.5,,,
2051,411,137,2x6,1,12,1,,,
2052,411,137,2x6,1,12,1,,,
2053,411,137,2x6,1,12,1,,,
2054,411,137,2x6,1,12,1,,,
2055,411,137,2x6,1,12,1,,,
2056,412,138,2x6,1,13,0.3,,,
2057,412,138,2x6,1,13,0.3,,,
2058,412,138,2x6,1,13,0.3,,,
2059,412,138,2x6,1,13,0.3,,,
2060,412,138,2x6,1,13,0.3,,,
2061,413,138,2x6,1,13,0.5,,,
2062,413,138,2x6,1,13,0.5,,,
2063,413,138,2x6,1,13,0.5,,,
2064,413,138,2x6,1,13,0.5,,,
2065,413,138,2x6,1,13,0.5,,,
2066,414,138,2x6,1,13,1,,,
2067,414,138,2x6,1,13,1,,,
2068,414,138,2x6,1,13,1,,,
2069,414,138,2x6,1,13,1,,,
2070,414,138,2x6,1,13,1,,,
2071,415,139,2x6,5,11,0.3,,,
2072,415,139,2x6,5,11,0.3,,,
2073,415,139,2x6,5,11,0.3,,,
2074,415,139,2x6,5,11,0.3,,,
2075,415,139,2x6,5,11,0.3,,,
2076,416,139,2x6,5,11,0.5,,,
2077,416,139,2x6,5,11,0.5,,,
2078,416,139,2x6,5,11,0.5,,,
2079,416,139,2x6,5,11,0.5,,,
2080,416,139,2x6,5,11,0.5,,,
2081,417,139,2x6,5,11,1,,,
2082,417,139,2x6,5,11,1,,,
2083,417,139,2x6,5,11,1,,,
2084,417,139,2x6,5,11,1,,,
2085,417,139,2x6,5,11,1,,,
2086,418,140,2x6,5,12,0.3,,,
2087,418,140,2x6,5,12,0.3,,,
2088,418,140,2x6,5,12,0.3,,,
2089,418,140,2x6,5,12,0.3,,,
2090,418,140,2x6,5,12,0.3,,,
2091,419,140,2x6,5,12,0.5,,,
2092,419,140,2x6,5,12,0.5,,,
2093,419,140,2x6,5,12,0.5,,,
2094,419,140,2x6,5,12,0.5,,,
2095,419,140,2x6,5,12,0.5,,,
2096,420,140,2x6,5,12,1,,,
2097,420,140,2x6,5,12,1,,,
2098,420,140,2x6,5,12,1,,,
2099,420,140,2x6,5,12,1,,,
2100,420,140,2x6,5,12,1,,,
2101,421,141,2x6,5,13,0.3,,,
2102,421,141,2x6,5,13,0.3,,,
2103,421,141,2x6,5,13,0.3,,,
2104,421,141,2x6,5,13,0.3,,,
2105,421,141,2x6,5,13,0.3,,,
2106,422,141,2x6,5,13,0.5,,,
2107,422,141,2x6,5,13,0.5,,,
2108,422,141,2x6,5,13,0.5,,,
2109,422,141,2x6,5,13,0.5,,,
2110,422,141,2x6,5,13,0.5,,,
2111,423,141,2x6,5,13,1,,,
2112,423,141,2x6,5,13,1,,,
2113,423,141,2x6,5,13,1,,,
2114,423,141,2x6,5,13,1,,,
2115,423,141,2x6,5,13,1,,,
2116,424,142,2x6,10,11,0.3,,,
2117,424,142,2x6,10,11,0.3,,,
2118,424,142,2x6,10,11,0.3,,,
2119,424,142,2x6,10,11,0.3,,,
2120,424,142,2x6,10,11,0.3,,,
2121,425,142,2x6,10,11,0.5,,,
2122,425,142,2x6,10,11,0.5,,,
2123,425,142,2x6,10,11,0.5,,,
2124,425,142,2x6,10,11,0.5,,,
2125,425,142,2x6,10,11,0.5,,,
2126,426,142,2x6,10,11,1,,,
2127,426,142,2x6,10,11,1,,,
2128,426,142,2x6,10,11,1,,,
2129,426,142,2x6,10,11,1,,,
2130,426,142,2x6,10,11,1,,,
2131,427,143,2x6,10,12,0.3,,,
2132,427,143,2x6,10,12,0.3,,,
2133,427,143,2x6,10,12,0.3,,,
2134,427,143,2x6,10,12,0.3,,,
2135,427,143,2x6,10,12,0.3,,,
2136,428,143,2x6,10,12,0.5,,,
2137,428,143,2x6,10,12,0.5,,,
2138,428,143,2x6,10,12,0.5,,,
2139,428,143,2x6,10,12,0.5,,,
2140,428,143,2x6,10,12,0.5,,,
2141,429,143,2x6,10,12,1,,,
2142,429,143,2x6,10,12,1,,,
2143,429,143,2x6,10,12,1,,,
2144,429,143,2x6,10,12,1,,,
2145,429,143,2x6,10,12,1,,,
2146,430,144,2x6,10,13,0.3,,,
2147,430,144,2x6,10,13,0.3,,,
2148,430,144,2x6,10,13,0.3,,,
2149,430,144,2x6,10,13,0.3,,,
2150,430,144,2x6,10,13,0.3,,,
2151,431,144,2x6,10,13,0.5,,,
2152,431,144,2x6,10,13,0.5,,,
2153,431,144,2x6,10,13,0.5,,,
2154,431,144,2x6,10,13,0.5,,,
2155,431,144,2x6,10,13,0.5,,,
2156,432,144,2x6,10,13,1,,,
2157,432,144,2x6,10,13,1,,,
2158,432,144,2x6,10,13,1,,,
2159,432,144,2x6,10,13,1,,,
2160,432,144,2x6,10,13,1,,,
2161,433,145,2x6,50,11,0.3,,,
2162,433,145,2x6,50,11,0.3,,,
2163,433,145,2x6,50,11,0.3,,,
2164,433,145,2x6,50,11,0.3,,,
2165,433,145,2x6,50,11,0.3,,,
2166,434,145,2x6,50,11,0.5,,,
2167,434,145,2x6,50,11,0.5,,,
2168,434,145,2x6,50,11,0.5,,,
2169,434,145,2x6,50,11,0.5,,,
2170,434,145,2x6,50,11,0.5,,,
2171,435,145,2x6,50,11,1,,,
2172,435,145,2x6,50,11,1,,,
2173,435,145,2x6,50,11,1,,,
2174,435,145,2x6,50,11,1,,,
2175,435,145,2x6,50,11,1,,,
2176,436,146,2x6,50,12,0.3,,,
2177,436,146,2x6,50,12,0.3,,,
2178,436,146,2x6,50,12,0.3,,,
2179,436,146,2x6,50,12,0.3,,,
2180,436,146,2x6,50,12,0.3,,,
2181,437,146,2x6,50,12,0.5,,,
2182,437,146,2x6,50,12,0.5,,,
2183,437,146,2x6,50,12,0.5,,,
2184,437,146,2x6,50,12,0.5,,,
2185,437,146,2x6,50,12,0.5,,,
2186,438,146,2x6,50,12,1,,,
2187,438,146,2x6,50,12,1,,,
2188,438,146,2x6,50,12,1,,,
2189,438,146,2x6,50,12,1,,,
2190,438,146,2x6,50,12,1,,,
2191,439,147,2x6,50,13,0.3,,,
2192,439,147,2x6,50,13,0.3,,,
2193,439,147,2x6,50,13,0.3,,,
2194,439,147,2x6,50,13,0.3,,,
2195,439,147,2x6,50,13,0.3,,,
2196,440,147,2x6,50,13,0.5,,,
2197,440,147,2x6,50,13,0.5,,,
2198,440,147,2x6,50,13,0.5,,,
2199,440,147,2x6,50,13,0.5,,,
2200,440,147,2x6,50,13,0.5,,,
2201,441,147,2x6,50,13,1,,,
2202,441,147,2x6,50,13,1,,,
2203,441,147,2x6,50,13,1,,,
2204,441,147,2x6,50,13,1,,,
2205,441,147,2x6,50,13,1,,,
2206,442,148,2x6,100,11,0.3,,,
2207,442,148,2x6,100,11,0.3,,,
2208,442,148,2x6,100,11,0.3,,,
2209,442,148,2x6,100,11,0.3,,,
2210,442,148,2x6,100,11,0.3,,,
2211,443,148,2x6,100,11,0.5,,,
2212,443,148,2x6,100,11,0.5,,,
2213,443,148,2x6,100,11,0.5,,,
2214,443,148,2x6,100,11,0.5,,,
2215,443,148,2x6,100,11,0.5,,,
2216,444,148,2x6,100,11,1,,,
2217,444,148,2x6,100,11,1,,,
2218,444,148,2x6,100,11,1,,,
2219,444,148,2x6,100,11,1,,,
2220,444,148,2x6,100,11,1,,,
2221,445,149,2x6,100,12,0.3,,,
2222,445,149,2x6,100,12,0.3,,,
2223,445,149,2x6,100,12,0.3,,,
2224,445,149,2x6,100,12,0.3,,,
2225,445,149,2x6,100,12,0.3,,,
2226,446,149,2x6,100,12,0.5,,,
2227,446,149,2x6,100,12,0.5,,,
2228,446,149,2x6,100,12,0.5,,,
2229,446,149,2x6,100,12,0.5,,,
2230,446,149,2x6,100,12,0.5,,,
2231,447,149,2x6,100,12,1,,,
2232,447,149,2x6,100,12,1,,,
2233,447,149,2x6,100,12,1,,,
2234,447,149,2x6,100,12,1,,,
2235,447,149,2x6,100,12,1,,,
2236,448,150,2x6,100,13,0.3,,,
2237,448,150,2x6,100,13,0.3,,,
2238,448,150,2x6,100,13,0.3,,,
2239,448,150,2x6,100,13,0.3,,,
2240,448,150,2x6,100,13,0.3,,,
2241,449,150,2x6,100,13,0.5,,,
2242,449,150,2x6,100,13,0.5,,,
2243,449,150,2x6,100,13,0.5,,,
2244,449,150,2x6,100,13,0.5,,,
2245,449,150,2x6,100,13,0.5,,,
2246,450,150,2x6,100,13,1,,,
2247,450,150,2x6,100,13,1,,,
2248,450,150,2x6,100,13,1,,,
2249,450,150,2x6,100,13,1,,,
2250,450,150,2x6,100,13,1,,,
2251,451,151,2x7,1,11,0.3,,,
2252,451,151,2x7,1,11,0.3,,,
2253,451,151,2x7,1,11,0.3,,,
2254,451,151,2x7,1,11,0.3,,,
2255,451,151,2x7,1,11,0.3,,,
2256,452,151,2x7,1,11,0.5,,,
2257,452,151,2x7,1,11,0.5,,,
2258,452,151,2x7,1,11,0.5,,,
2259,452,151,2x7,1,11,0.5,,,
2260,452,151,2x7,1,11,0.5,,,
2261,453,151,2x7,1,11,1,,,
2262,453,151,2x7,1,11,1,,,
2263,453,151,2x7,1,11,1,,,
2264,453,151,2x7,1,11,1,,,
2265,453,151,2x7,1,11,1,,,
2266,454,152,2x7,1,12,0.3,,,
2267,454,152,2x7,1,12,0.3,,,
2268,454,152,2x7,1,12,0.3,,,
2269,454,152,2x7,1,12,0.3,,,
2270,454,152,2x7,1,12,0.3,,,
2271,455,152,2x7,1,12,0.5,,,
2272,455,152,2x7,1,12,0.5,,,
2273,455,152,2x7,1,12,0.5,,,
2274,455,152,2x7,1,12,0.5,,,
2275,455,152,2x7,1,12,0.5,,,
2276,456,152,2x7,1,12,1,,,
2277,456,152,2x7,1,12,1,,,
2278,456,152,2x7,1,12,1,,,
2279,456,152,2x7,1,12,1,,,
2280,456,152,2x7,1,12,1,,,
2281,457,153,2x7,1,13,0.3,,,
2282,457,153,2x7,1,13,0.3,,,
2283,457,153,2x7,1,13,0.3,,,
2284,457,153,2x7,1,13,0.3,,,
2285,457,153,2x7,1,13,0.3,,,
2286,458,153,2x7,1,13,0.5,,,
2287,458,153,2x7,1,13,0.5,,,
2288,458,153,2x7,1,13,0.5,,,
2289,458,153,2x7,1,13,0.5,,,
2290,458,153,2x7,1,13,0.5,,,
2291,459,153,2x7,1,13,1,,,
2292,459,153,2x7,1,13,1,,,
2293,459,153,2x7,1,13,1,,,
2294,459,153,2x7,1,13,1,,,
2295,459,153,2x7,1,13,1,,,
2296,460,154,2x7,1,14,0.3,,,
2297,460,154,2x7,1,14,0.3,,,
2298,460,154,2x7,1,14,0.3,,,
2299,460,154,2x7,1,14,0.3,,,
2300,460,154,2x7,1,14,0.3,,,
2301,461,154,2x7,1,14,0.5,,,
2302,461,154,2x7,1,14,0.5,,,
2303,461,154,2x7,1,14,0.5,,,
2304,461,154,2x7,1,14,0.5,,,
2305,461,154,2x7,1,14,0.5,,,
2306,462,154,2x7,1,14,1,,,
2307,462,154,2x7,1,14,1,,,
2308,462,154,2x7,1,14,1,,,
2309,462,154,2x7,1,14,1,,,
2310,462,154,2x7,1,14,1,,,
2311,463,155,2x7,5,11,0.3,,,
2312,463,155,2x7,5,11,0.3,,,
2313,463,155,2x7,5,11,0.3,,,
2314,463,155,2x7,5,11,0.3,,,
2315,463,155,2x7,5,11,0.3,,,
2316,464,155,2x7,5,11,0.5,,,
2317,464,155,2x7,5,11,0.5,,,
2318,464,155,2x7,5,11,0.5,,,
2319,464,155,2x7,5,11,0.5,,,
2320,464,155,2x7,5,11,0.5,,,
2321,465,155,2x7,5,11,1,,,
2322,465,155,2x7,5,11,1,,,
2323,465,155,2x7,5,11,1,,,
2324,465,155,2x7,5,11,1,,,
2325,465,155,2x7,5,11,1,,,
2326,466,156,2x7,5,12,0.3,,,
2327,466,156,2x7,5,12,0.3,,,
2328,466,156,2x7,5,12,0.3,,,
2329,466,156,2x7,5,12,0.3,,,
2330,466,156,2x7,5,12,0.3,,,
2331,467,156,2x7,5,12,0.5,,,
2332,467,156,2x7,5,12,0.5,,,
2333,467,156,2x7,5,12,0.5,,,
2334,467,156,2x7,5,12,0.5,,,
2335,467,156,2x7,5,12,0.5,,,
2336,468,156,2x7,5,12,1,,,
2337,468,156,2x7,5,12,1,,,
2338,468,156,2x7,5,12,1,,,
2339,468,156,2x7,5,12,1,,,
2340,468,156,2x7,5,12,1,,,
2341,469,157,2x7,5,13,0.3,,,
2342,469,157,2x7,5,13,0.3,,,
2343,469,157,2x7,5,13,0.3,,,
2344,469,157,2x7,5,13,0.3,,,
2345,469,157,2x7,5,13,0.3,,,
2346,470,157,2x7,5,13,0.5,,,
2347,470,157,2x7,5,13,0.5,,,
2348,470,157,2x7,5,13,0.5,,,
2349,470,157,2x7,5,13,0.5,,,
2350,470,157,2x7,5,13,0.5,,,
2351,471,157,2x7,5,13,1,,,
2352,471,157,2x7,5,13,1,,,
2353,471,157,2x7,5,13,1,,,
2354,471,157,2x7,5,13,1,,,
2355,471,157,2x7,5,13,1,,,
2356,472,158,2x7,5,14,0.3,,,
2357,472,158,2x7,5,14,0.3,,,
2358,472,158,2x7,5,14,0.3,,,
2359,472,158,2x7,5,14,0.3,,,
2360,472,158,2x7,5,14,0.3,,,
2361,473,158,2x7,5,14,0.5,,,
2362,473,158,2x7,5,14,0.5,,,
2363,473,158,2x7,5,14,0.5,,,
2364,473,158,2x7,5,14,0.5,,,
2365,473,158,2x7,5,14,0.5,,,
2366,474,158,2x7,5,14,1,,,
2367,474,158,2x7,5,14,1,,,
2368,474,158,2x7,5,14,1,,,
2369,474,158,2x7,5,14,1,,,
2370,474,158,2x7,5,14,1,,,
2371,475,159,2x7,10,11,0.3,,,
2372,475,159,2x7,10,11,0.3,,,
2373,475,159,2x7,10,11,0.3,,,
2374,475,159,2x7,10,11,0.3,,,
2375,475,159,2x7,10,11,0.3,,,
2376,476,159,2x7,10,11,0.5,,,
2377,476,159,2x7,10,11,0.5,,,
2378,476,159,2x7,10,11,0.5,,,
2379,476,159,2x7,10,11,0.5,,,
2380,476,159,2x7,10,11,0.5,,,
2381,477,159,2x7,10,11,1,,,
2382,477,159,2x7,10,11,1,,,
2383,477,159,2x7,10,11,1,,,
2384,477,159,2x7,10,11,1,,,
2385,477,159,2x7,10,11,1,,,
2386,478,160,2x7,10,12,0.3,,,
2387,478,160,2x7,10,12,0.3,,,
2388,478,160,2x7,10,12,0.3,,,
2389,478,160,2x7,10,12,0.3,,,
2390,478,160,2x7,10,12,0.3,,,
2391,479,160,2x7,10,12,0.5,,,
2392,479,160,2x7,10,12,0.5,,,
2393,479,160,2x7,10,12,0.5,,,
2394,479,160,2x7,10,12,0.5,,,
2395,479,160,2x7,10,12,0.5,,,
2396,480,160,2x7,10,12,1,,,
2397,480,160,2x7,10,12,1,,,
2398,480,160,2x7,10,12,1,,,
2399,480,160,2x7,10,12,1,,,
2400,480,160,2x7,10,12,1,,,
2401,481,161,2x7,10,13,0.3,,,
2402,481,161,2x7,10,13,0.3,,,
2403,481,161,2x7,10,13,0.3,,,
2404,481,161,2x7,10,13,0.3,,,
2405,481,161,2x7,10,13,0.3,,,
2406,482,161,2x7,10,13,0.5,,,
2407,482,161,2x7,10,13,0.5,,,
2408,482,161,2x7,10,13,0.5,,,
2409,482,161,2x7,10,13,0.5,,,
2410,482,161,2x7,10,13,0.5,,,
2411,483,161,2x7,10,13,1,,,
2412,483,161,2x7,10,13,1,,,
2413,483,161,2x7,10,13,1,,,
2414,483,161,2x7,10,13,1,,,
2415,483,161,2x7,10,13,1,,,
2416,484,162,2x7,10,14,0.3,,,
2417,484,162,2x7,10,14,0.3,,,
2418,484,162,2x7,10,14,0.3,,,
2419,484,162,2x7,10,14,0.3,,,
2420,484,162,2x7,10,14,0.3,,,
2421,485,162,2x7,10,14,0.5,,,
2422,485,162,2x7,10,14,0.5,,,
2423,485,162,2x7,10,14,0.5,,,
2424,485,162,2x7,10,14,0.5,,,
2425,485,162,2x7,10,14,0.5,,,
2426,486,162,2x7,10,14,1,,,
2427,486,162,2x7,10,14,1,,,
2428,486,162,2x7,10,14,1,,,
2429,486,162,2x7,10,14,1,,,
2430,486,162,2x7,10,14,1,,,
2431,487,163,2x7,50,11,0.3,,,
2432,487,163,2x7,50,11,0.3,,,
2433,487,163,2x7,50,11,0.3,,,
2434,487,163,2x7,50,11,0.3,,,
2435,487,163,2x7,50,11,0.3,,,
2436,488,163,2x7,50,11,0.5,,,
2437,488,163,2x7,50,11,0.5,,,
2438,488,163,2x7,50,11,0.5,,,
2439,488,163,2x7,50,11,0.5,,,
2440,488,163,2x7,50,11,0.5,,,
2441,489,163,2x7,50,11,1,,,
2442,489,163,2x7,50,11,1,,,
2443,489,163,2x7,50,11,1,,,
2444,489,163,2x7,50,11,1,,,
2445,489,163,2x7,50,11,1,,,
2446,490,164,2x7,50,12,0.3,,,
2447,490,164,2x7,50,12,0.3,,,
2448,490,164,2x7,50,12,0.3,,,
2449,490,164,2x7,50,12,0.3,,,
2450,490,164,2x7,50,12,0.3,,,
2451,491,164,2x7,50,12,0.5,,,
2452,491,164,2x7,50,12,0.5,,,
2453,491,164,2x7,50,12,0.5,,,
2454,491,164,2x7,50,12,0.5,,,
2455,491,164,2x7,50,12,0.5,,,
2456,492,164,2x7,50,12,1,,,
2457,492,164,2x7,50,12,1,,,
2458,492,164,2x7,50,12,1,,,
2459,492,164,2x7,50,12,1,,,
2460,492,164,2x7,50,12,1,,,
2461,493,165,2x7,50,13,0.3,,,
2462,493,165,2x7,50,13,0.3,,,
2463,493,165,2x7,50,13,0.3,,,
2464,493,165,2x7,50,13,0.3,,,
2465,493,165,2x7,50,13,0.3,,,
2466,494,165,2x7,50,13,0.5,,,
2467,494,165,2x7,50,13,0.5,,,
2468,494,165,2x7,50,13,0.5,,,
2469,494,165,2x7,50,13,0.5,,,
2470,494,165,2x7,50,13,0.5,,,
2471,495,165,2x7,50,13,1,,,
2472,495,165,2x7,50,13,1,,,
2473,495,165,2x7,50,13,1,,,
2474,495,165,2x7,50,13,1,,,
2475,495,165,2x7,50,13,1,,,
2476,496,166,2x7,50,14,0.3,,,
2477,496,166,2x7,50,14,0.3,,,
2478,496,166,2x7,50,14,0.3,,,
2479,496,166,2x7,50,14,0.3,,,
2480,496,166,2x7,50,14,0.3,,,
2481,497,166,2x7,50,14,0.5,,,
2482,497,166,2x7,50,14,0.5,,,
2483,497,166,2x7,50,14,0.5,,,
2484,497,166,2x7,50,14,0.5,,,
2485,497,166,2x7,50,14,0.5,,,
2486,498,166,2x7,50,14,1,,,
2487,498,166,2x7,50,14,1,,,
2488,498,166,2x7,50,14,1,,,
2489,498,166,2x7,50,14,1,,,
2490,498,166,2x7,50,14,1,,,
2491,499,167,2x7,100,11,0.3,,,
2492,499,167,2x7,100,11,0.3,,,
2493,499,167,2x7,100,11,0.3,,,
2494,499,167,2x7,100,11,0.3,,,
2495,499,167,2x7,100,11,0.3,,,
2496,500,167,2x7,100,11,0.5,,,
2497,500,167,2x7,100,11,0.5,,,
2498,500,167,2x7,100,11,0.5,,,
2499,500,167,2x7,100,11,0.5,,,
2500,500,167,2x7,100,11,0.5,,,
2501,501,167,2x7,100,11,1,,,
2502,501,167,2x7,100,11,1,,,
2503,501,167,2x7,100,11,1,,,
2504,501,167,2x7,100,11,1,,,
2505,501,167,2x7,100,11,1,,,
2506,502,168,2x7,100,12,0.3,,,
2507,502,168,2x7,100,12,0.3,,,
2508,502,168,2x7,100,12,0.3,,,
2509,502,168,2x7,100,12,0.3,,,
2510,502,168,2x7,100,12,0.3,,,
2511,503,168,2x7,100,12,0.5,,,
2512,503,168,2x7,100,12,0.5,,,
2513,503,168,2x7,100,12,0.5,,,
2514,503,168,2x7,100,12,0.5,,,
2515,503,168,2x7,100,12,0.5,,,
2516,504,168,2x7,100,12,1,,,
2517,504,168,2x7,100,12,1,,,
2518,504,168,2x7,100,12,1,,,
2519,504,168,2x7,100,12,1,,,
2520,504,168,2x7,100,12,1,,,
2521,505,169,2x7,100,13,0.3,,,
2522,505,169,2x7,100,13,0.3,,,
2523,505,169,2x7,100,13,0.3,,,
2524,505,169,2x7,100,13,0.3,,,
2525,505,169,2x7,100,13,0.3,,,
2526,506,169,2x7,100,13,0.5,,,
2527,506,169,2x7,100,13,0.5,,,
2528,506,169,2x7,100,13,0.5,,,
2529,506,169,2x7,100,13,0.5,,,
2530,506,169,2x7,100,13,0.5,,,
2531,507,169,2x7,100,13,1,,,
2532,507,169,2x7,100,13,1,,,
2533,507,169,2x7,100,13,1,,,
2534,507,169,2x7,100,13,1,,,
2535,507,169,2x7,100,13,1,,,
2536,508,170,2x7,100,14,0.3,,,
2537,508,170,2x7,100,14,0.3,,,
2538,508,170,2x7,100,14,0.3,,,
2539,508,170,2x7,100,14,0.3,,,
2540,508,170,2x7,100,14,0.3,,,
2541,509,170,2x7,100,14,0.5,,,
2542,509,170,2x7,100,14,0.5,,,
2543,509,170,2x7,100,14,0.5,,,
2544,509,170,2x7,100,14,0.5,,,
2545,509,170,2x7,100,14,0.5,,,
2546,510,170,2x7,100,14,1,,,
2547,510,170,2x7,100,14,1,,,
2548,510,170,2x7,100,14,1,,,
2549,510,170,2x7,100,14,1,,,
2550,510,170,2x7,100,14,1,,,
2551,511,171,2x8,1,11,0.3,,,
2552,511,171,2x8,1,11,0.3,,,
2553,511,171,2x8,1,11,0.3,,,
2554,511,171,2x8,1,11,0.3,,,
2555,511,171,2x8,1,11,0.3,,,
2556,512,171,2x8,1,11,0.5,,,
2557,512,171,2x8,1,11,0.5,,,
2558,512,171,2x8,1,11,0.5,,,
2559,512,171,2x8,1,11,0.5,,,
2560,512,171,2x8,1,11,0.5,,,
2561,513,171,2x8,1,11,1,,,
2562,513,171,2x8,1,11,1,,,
2563,513,171,2x8,1,11,1,,,
2564,513,171,2x8,1,11,1,,,
2565,513,171,2x8,1,11,1,,,
2566,514,172,2x8,1,12,0.3,,,
2567,514,172,2x8,1,12,0.3,,,
2568,514,172,2x8,1,12,0.3,,,
2569,514,172,2x8,1,12,0.3,,,
2570,514,172,2x8,1,12,0.3,,,
2571,515,172,2x8,1,12,0.5,,,
2572,515,172,2x8,1,12,0.5,,,
2573,515,172,2x8,1,12,0.5,,,
2574,515,172,2x8,1,12,0.5,,,
2575,515,172,2x8,1,12,0.5,,,
2576,516,172,2x8,1,12,1,,,
2577,516,172,2x8,1,12,1,,,
2578,516,172,2x8,1,12,1,,,
2579,516,172,2x8,1,12,1,,,
2580,516,172,2x8,1,12,1,,,
2581,517,173,2x8,1,13,0.3,,,
2582,517,173,2x8,1,13,0.3,,,
2583,517,173,2x8,1,13,0.3,,,
2584,517,173,2x8,1,13,0.3,,,
2585,517,173,2x8,1,13,0.3,,,
2586,518,173,2x8,1,13,0.5,,,
2587,518,173,2x8,1,13,0.5,,,
2588,518,173,2x8,1,13,0.5,,,
2589,518,173,2x8,1,13,0.5,,,
2590,518,173,2x8,1,13,0.5,,,
2591,519,173,2x8,1,13,1,,,
2592,519,173,2x8,1,13,1,,,
2593,519,173,2x8,1,13,1,,,
2594,519,173,2x8,1,13,1,,,
