time-1	source-iicr-1	source-cdf-1	source-pdf-1	inferred-iicr-1	inferred-cdf-1	inferred-pdf-1	model-iicr-1	model-cdf-1	model-pdf-1	time-2	source-iicr-2	source-cdf-2	source-pdf-2	inferred-iicr-2	inferred-cdf-2	inferred-pdf-2	model-iicr-2	model-cdf-2	model-pdf-2	time-3	source-iicr-3	source-cdf-3	source-pdf-3	inferred-iicr-3	inferred-cdf-3	inferred-pdf-3	model-iicr-3	model-cdf-3	model-pdf-3	time-4	source-iicr-4	source-cdf-4	source-pdf-4	inferred-iicr-4	inferred-cdf-4	inferred-pdf-4	model-iicr-4	model-cdf-4	model-pdf-4	time-5	source-iicr-5	source-cdf-5	source-pdf-5	inferred-iicr-5	inferred-cdf-5	inferred-pdf-5	model-iicr-5	model-cdf-5	model-pdf-5
1.0	100.016	0.00999836	0.00989839	99.4061	0.00501788	0.0100093	model-iicr-1	model-cdf-1	model-pdf-1	1.0	100.016	0.00999836	0.00989839	99.4061	0.00501788	0.0100093	model-iicr-2	model-cdf-2	model-pdf-2	1.0	100.016	0.00999836	0.00989839	99.4061	0.00501788	0.0100093	model-iicr-3	model-cdf-3	model-pdf-3	1.0	100.016	0.00999836	0.00989839	99.4061	0.00501788	0.0100093	model-iicr-4	model-cdf-4	model-pdf-4	1.0	100.016	0.00999836	0.00989839	99.4061	0.00501788	0.0100093	model-iicr-5	model-cdf-5	model-pdf-5
1.00231	100.017	2.30714e-05	0.00999809	99.4061	0.00502943	0.0100091	model-iicr-1	model-cdf-1	model-pdf-1	1.00231	100.017	2.30714e-05	0.00999809	99.4061	0.00502943	0.0100091	model-iicr-2	model-cdf-2	model-pdf-2	1.00231	100.017	2.30714e-05	0.00999809	99.4061	0.00502943	0.0100091	model-iicr-3	model-cdf-3	model-pdf-3	1.00231	100.017	2.30714e-05	0.00999809	99.4061	0.00502943	0.0100091	model-iicr-4	model-cdf-4	model-pdf-4	1.00231	100.017	2.30714e-05	0.00999809	99.4061	0.00502943	0.0100091	model-iicr-5	model-cdf-5	model-pdf-5
1.02096	100.017	0.000209549	0.0099962	99.4066	0.00512277	0.0100082	model-iicr-1	model-cdf-1	model-pdf-1	1.02096	100.017	0.000209549	0.0099962	99.4066	0.00512277	0.0100082	model-iicr-2	model-cdf-2	model-pdf-2	1.02096	100.017	0.000209549	0.0099962	99.4066	0.00512277	0.0100082	model-iicr-3	model-cdf-3	model-pdf-3	1.02096	100.017	0.000209549	0.0099962	99.4066	0.00512277	0.0100082	model-iicr-4	model-cdf-4	model-pdf-4	1.02096	100.017	0.000209549	0.0099962	99.4066	0.00512277	0.0100082	model-iicr-5	model-cdf-5	model-pdf-5
1.03996	100.017	0.000399461	0.00999427	99.4071	0.00521785	0.0100072	model-iicr-1	model-cdf-1	model-pdf-1	1.03996	100.017	0.000399461	0.00999427	99.4071	0.00521785	0.0100072	model-iicr-2	model-cdf-2	model-pdf-2	1.03996	100.017	0.000399461	0.00999427	99.4071	0.00521785	0.0100072	model-iicr-3	model-cdf-3	model-pdf-3	1.03996	100.017	0.000399461	0.00999427	99.4071	0.00521785	0.0100072	model-iicr-4	model-cdf-4	model-pdf-4	1.03996	100.017	0.000399461	0.00999427	99.4071	0.00521785	0.0100072	model-iicr-5	model-cdf-5	model-pdf-5
1.05931	100.018	0.00059287	0.0099923	99.4076	0.00531468	0.0100061	model-iicr-1	model-cdf-1	model-pdf-1	1.05931	100.018	0.00059287	0.0099923	99.4076	0.00531468	0.0100061	model-iicr-2	model-cdf-2	model-pdf-2	1.05931	100.018	0.00059287	0.0099923	99.4076	0.00531468	0.0100061	model-iicr-3	model-cdf-3	model-pdf-3	1.05931	100.018	0.00059287	0.0099923	99.4076	0.00531468	0.0100061	model-iicr-4	model-cdf-4	model-pdf-4	1.05931	100.018	0.00059287	0.0099923	99.4076	0.00531468	0.0100061	model-iicr-5	model-cdf-5	model-pdf-5
1.07903	100.018	0.000789839	0.0099903	99.408	0.0054133	0.0100051	model-iicr-1	model-cdf-1	model-pdf-1	1.07903	100.018	0.000789839	0.0099903	99.408	0.0054133	0.0100051	model-iicr-2	model-cdf-2	model-pdf-2	1.07903	100.018	0.000789839	0.0099903	99.408	0.0054133	0.0100051	model-iicr-3	model-cdf-3	model-pdf-3	1.07903	100.018	0.000789839	0.0099903	99.408	0.0054133	0.0100051	model-iicr-4	model-cdf-4	model-pdf-4	1.07903	100.018	0.000789839	0.0099903	99.408	0.0054133	0.0100051	model-iicr-5	model-cdf-5	model-pdf-5
1.09911	100.018	0.000990432	0.00998826	99.4086	0.00551376	0.010004	model-iicr-1	model-cdf-1	model-pdf-1	1.09911	100.018	0.000990432	0.00998826	99.4086	0.00551376	0.010004	model-iicr-2	model-cdf-2	model-pdf-2	1.09911	100.018	0.000990432	0.00998826	99.4086	0.00551376	0.010004	model-iicr-3	model-cdf-3	model-pdf-3	1.09911	100.018	0.000990432	0.00998826	99.4086	0.00551376	0.010004	model-iicr-4	model-cdf-4	model-pdf-4	1.09911	100.018	0.000990432	0.00998826	99.4086	0.00551376	0.010004	model-iicr-5	model-cdf-5	model-pdf-5
1.11956	100.019	0.00119472	0.00998618	99.4091	0.00561606	0.0100029	model-iicr-1	model-cdf-1	model-pdf-1	1.11956	100.019	0.00119472	0.00998618	99.4091	0.00561606	0.0100029	model-iicr-2	model-cdf-2	model-pdf-2	1.11956	100.019	0.00119472	0.00998618	99.4091	0.00561606	0.0100029	model-iicr-3	model-cdf-3	model-pdf-3	1.11956	100.019	0.00119472	0.00998618	99.4091	0.00561606	0.0100029	model-iicr-4	model-cdf-4	model-pdf-4	1.11956	100.019	0.00119472	0.00998618	99.4091	0.00561606	0.0100029	model-iicr-5	model-cdf-5	model-pdf-5
1.1404	100.019	0.00140276	0.00998407	99.4096	0.00572027	0.0100018	model-iicr-1	model-cdf-1	model-pdf-1	1.1404	100.019	0.00140276	0.00998407	99.4096	0.00572027	0.0100018	model-iicr-2	model-cdf-2	model-pdf-2	1.1404	100.019	0.00140276	0.00998407	99.4096	0.00572027	0.0100018	model-iicr-3	model-cdf-3	model-pdf-3	1.1404	100.019	0.00140276	0.00998407	99.4096	0.00572027	0.0100018	model-iicr-4	model-cdf-4	model-pdf-4	1.1404	100.019	0.00140276	0.00998407	99.4096	0.00572027	0.0100018	model-iicr-5	model-cdf-5	model-pdf-5
1.16162	100.019	0.00161463	0.00998192	99.4101	0.00582639	0.0100007	model-iicr-1	model-cdf-1	model-pdf-1	1.16162	100.019	0.00161463	0.00998192	99.4101	0.00582639	0.0100007	model-iicr-2	model-cdf-2	model-pdf-2	1.16162	100.019	0.00161463	0.00998192	99.4101	0.00582639	0.0100007	model-iicr-3	model-cdf-3	model-pdf-3	1.16162	100.019	0.00161463	0.00998192	99.4101	0.00582639	0.0100007	model-iicr-4	model-cdf-4	model-pdf-4	1.16162	100.019	0.00161463	0.00998192	99.4101	0.00582639	0.0100007	model-iicr-5	model-cdf-5	model-pdf-5
1.18324	100.02	0.00183039	0.00997972	99.4107	0.00593449	0.00999959	model-iicr-1	model-cdf-1	model-pdf-1	1.18324	100.02	0.00183039	0.00997972	99.4107	0.00593449	0.00999959	model-iicr-2	model-cdf-2	model-pdf-2	1.18324	100.02	0.00183039	0.00997972	99.4107	0.00593449	0.00999959	model-iicr-3	model-cdf-3	model-pdf-3	1.18324	100.02	0.00183039	0.00997972	99.4107	0.00593449	0.00999959	model-iicr-4	model-cdf-4	model-pdf-4	1.18324	100.02	0.00183039	0.00997972	99.4107	0.00593449	0.00999959	model-iicr-5	model-cdf-5	model-pdf-5
1.20526	100.02	0.00205013	0.00997749	99.4112	0.00604458	0.00999842	model-iicr-1	model-cdf-1	model-pdf-1	1.20526	100.02	0.00205013	0.00997749	99.4112	0.00604458	0.00999842	model-iicr-2	model-cdf-2	model-pdf-2	1.20526	100.02	0.00205013	0.00997749	99.4112	0.00604458	0.00999842	model-iicr-3	model-cdf-3	model-pdf-3	1.20526	100.02	0.00205013	0.00997749	99.4112	0.00604458	0.00999842	model-iicr-4	model-cdf-4	model-pdf-4	1.20526	100.02	0.00205013	0.00997749	99.4112	0.00604458	0.00999842	model-iicr-5	model-cdf-5	model-pdf-5
1.22769	100.021	0.0022739	0.00997521	99.4118	0.0061567	0.00999724	model-iicr-1	model-cdf-1	model-pdf-1	1.22769	100.021	0.0022739	0.00997521	99.4118	0.0061567	0.00999724	model-iicr-2	model-cdf-2	model-pdf-2	1.22769	100.021	0.0022739	0.00997521	99.4118	0.0061567	0.00999724	model-iicr-3	model-cdf-3	model-pdf-3	1.22769	100.021	0.0022739	0.00997521	99.4118	0.0061567	0.00999724	model-iicr-4	model-cdf-4	model-pdf-4	1.22769	100.021	0.0022739	0.00997521	99.4118	0.0061567	0.00999724	model-iicr-5	model-cdf-5	model-pdf-5
1.25054	100.021	0.00250178	0.0099729	99.4124	0.0062709	0.00999603	model-iicr-1	model-cdf-1	model-pdf-1	1.25054	100.021	0.00250178	0.0099729	99.4124	0.0062709	0.00999603	model-iicr-2	model-cdf-2	model-pdf-2	1.25054	100.021	0.00250178	0.0099729	99.4124	0.0062709	0.00999603	model-iicr-3	model-cdf-3	model-pdf-3	1.25054	100.021	0.00250178	0.0099729	99.4124	0.0062709	0.00999603	model-iicr-4	model-cdf-4	model-pdf-4	1.25054	100.021	0.00250178	0.0099729	99.4124	0.0062709	0.00999603	model-iicr-5	model-cdf-5	model-pdf-5
1.27381	100.021	0.00273385	0.00997054	99.4129	0.00638721	0.0099948	model-iicr-1	model-cdf-1	model-pdf-1	1.27381	100.021	0.00273385	0.00997054	99.4129	0.00638721	0.0099948	model-iicr-2	model-cdf-2	model-pdf-2	1.27381	100.021	0.00273385	0.00997054	99.4129	0.00638721	0.0099948	model-iicr-3	model-cdf-3	model-pdf-3	1.27381	100.021	0.00273385	0.00997054	99.4129	0.00638721	0.0099948	model-iicr-4	model-cdf-4	model-pdf-4	1.27381	100.021	0.00273385	0.00997054	99.4129	0.00638721	0.0099948	model-iicr-5	model-cdf-5	model-pdf-5
1.29752	100.022	0.00297018	0.00996814	99.4135	0.00650567	0.00999355	model-iicr-1	model-cdf-1	model-pdf-1	1.29752	100.022	0.00297018	0.00996814	99.4135	0.00650567	0.00999355	model-iicr-2	model-cdf-2	model-pdf-2	1.29752	100.022	0.00297018	0.00996814	99.4135	0.00650567	0.00999355	model-iicr-3	model-cdf-3	model-pdf-3	1.29752	100.022	0.00297018	0.00996814	99.4135	0.00650567	0.00999355	model-iicr-4	model-cdf-4	model-pdf-4	1.29752	100.022	0.00297018	0.00996814	99.4135	0.00650567	0.00999355	model-iicr-5	model-cdf-5	model-pdf-5
1.32166	100.022	0.00321085	0.00996569	99.4142	0.00662632	0.00999228	model-iicr-1	model-cdf-1	model-pdf-1	1.32166	100.022	0.00321085	0.00996569	99.4142	0.00662632	0.00999228	model-iicr-2	model-cdf-2	model-pdf-2	1.32166	100.022	0.00321085	0.00996569	99.4142	0.00662632	0.00999228	model-iicr-3	model-cdf-3	model-pdf-3	1.32166	100.022	0.00321085	0.00996569	99.4142	0.00662632	0.00999228	model-iicr-4	model-cdf-4	model-pdf-4	1.32166	100.022	0.00321085	0.00996569	99.4142	0.00662632	0.00999228	model-iicr-5	model-cdf-5	model-pdf-5
1.34626	100.023	0.00345594	0.0099632	99.4148	0.0067492	0.00999098	model-iicr-1	model-cdf-1	model-pdf-1	1.34626	100.023	0.00345594	0.0099632	99.4148	0.0067492	0.00999098	model-iicr-2	model-cdf-2	model-pdf-2	1.34626	100.023	0.00345594	0.0099632	99.4148	0.0067492	0.00999098	model-iicr-3	model-cdf-3	model-pdf-3	1.34626	100.023	0.00345594	0.0099632	99.4148	0.0067492	0.00999098	model-iicr-4	model-cdf-4	model-pdf-4	1.34626	100.023	0.00345594	0.0099632	99.4148	0.0067492	0.00999098	model-iicr-5	model-cdf-5	model-pdf-5
1.37131	100.023	0.00370553	0.00996066	99.4154	0.00687435	0.00998966	model-iicr-1	model-cdf-1	model-pdf-1	1.37131	100.023	0.00370553	0.00996066	99.4154	0.00687435	0.00998966	model-iicr-2	model-cdf-2	model-pdf-2	1.37131	100.023	0.00370553	0.00996066	99.4154	0.00687435	0.00998966	model-iicr-3	model-cdf-3	model-pdf-3	1.37131	100.023	0.00370553	0.00996066	99.4154	0.00687435	0.00998966	model-iicr-4	model-cdf-4	model-pdf-4	1.37131	100.023	0.00370553	0.00996066	99.4154	0.00687435	0.00998966	model-iicr-5	model-cdf-5	model-pdf-5
1.39684	100.023	0.0039597	0.00995808	99.416	0.00700181	0.00998831	model-iicr-1	model-cdf-1	model-pdf-1	1.39684	100.023	0.0039597	0.00995808	99.416	0.00700181	0.00998831	model-iicr-2	model-cdf-2	model-pdf-2	1.39684	100.023	0.0039597	0.00995808	99.416	0.00700181	0.00998831	model-iicr-3	model-cdf-3	model-pdf-3	1.39684	100.023	0.0039597	0.00995808	99.416	0.00700181	0.00998831	model-iicr-4	model-cdf-4	model-pdf-4	1.39684	100.023	0.0039597	0.00995808	99.416	0.00700181	0.00998831	model-iicr-5	model-cdf-5	model-pdf-5
1.42283	100.024	0.00421853	0.00995545	99.4167	0.00713163	0.00998694	model-iicr-1	model-cdf-1	model-pdf-1	1.42283	100.024	0.00421853	0.00995545	99.4167	0.00713163	0.00998694	model-iicr-2	model-cdf-2	model-pdf-2	1.42283	100.024	0.00421853	0.00995545	99.4167	0.00713163	0.00998694	model-iicr-3	model-cdf-3	model-pdf-3	1.42283	100.024	0.00421853	0.00995545	99.4167	0.00713163	0.00998694	model-iicr-4	model-cdf-4	model-pdf-4	1.42283	100.024	0.00421853	0.00995545	99.4167	0.00713163	0.00998694	model-iicr-5	model-cdf-5	model-pdf-5
1.44931	100.024	0.0044821	0.00995277	99.4174	0.00726384	0.00998554	model-iicr-1	model-cdf-1	model-pdf-1	1.44931	100.024	0.0044821	0.00995277	99.4174	0.00726384	0.00998554	model-iicr-2	model-cdf-2	model-pdf-2	1.44931	100.024	0.0044821	0.00995277	99.4174	0.00726384	0.00998554	model-iicr-3	model-cdf-3	model-pdf-3	1.44931	100.024	0.0044821	0.00995277	99.4174	0.00726384	0.00998554	model-iicr-4	model-cdf-4	model-pdf-4	1.44931	100.024	0.0044821	0.00995277	99.4174	0.00726384	0.00998554	model-iicr-5	model-cdf-5	model-pdf-5
1.47628	100.025	0.00475051	0.00995004	99.418	0.0073985	0.00998412	model-iicr-1	model-cdf-1	model-pdf-1	1.47628	100.025	0.00475051	0.00995004	99.418	0.0073985	0.00998412	model-iicr-2	model-cdf-2	model-pdf-2	1.47628	100.025	0.00475051	0.00995004	99.418	0.0073985	0.00998412	model-iicr-3	model-cdf-3	model-pdf-3	1.47628	100.025	0.00475051	0.00995004	99.418	0.0073985	0.00998412	model-iicr-4	model-cdf-4	model-pdf-4	1.47628	100.025	0.00475051	0.00995004	99.418	0.0073985	0.00998412	model-iicr-5	model-cdf-5	model-pdf-5
