time-1	source-iicr-1	source-cdf-1	source-pdf-1	inferred-iicr-1	inferred-cdf-1	inferred-pdf-1	model-iicr-1	model-cdf-1	model-pdf-1	time-2	source-iicr-2	source-cdf-2	source-pdf-2	inferred-iicr-2	inferred-cdf-2	inferred-pdf-2	model-iicr-2	model-cdf-2	model-pdf-2	time-3	source-iicr-3	source-cdf-3	source-pdf-3	inferred-iicr-3	inferred-cdf-3	inferred-pdf-3	model-iicr-3	model-cdf-3	model-pdf-3	time-4	source-iicr-4	source-cdf-4	source-pdf-4	inferred-iicr-4	inferred-cdf-4	inferred-pdf-4	model-iicr-4	model-cdf-4	model-pdf-4	time-5	source-iicr-5	source-cdf-5	source-pdf-5	inferred-iicr-5	inferred-cdf-5	inferred-pdf-5	model-iicr-5	model-cdf-5	model-pdf-5
1.0	100.103	0.00998973	0.00988994	4089.53	0.000122261	0.000244497	model-iicr-1	model-cdf-1	model-pdf-1	1.0	100.103	0.00998973	0.00988994	4102.04	0.000121888	0.000243751	model-iicr-2	model-cdf-2	model-pdf-2	1.0	100.103	0.00998973	0.00988994	4097.24	0.000122031	0.000244037	model-iicr-3	model-cdf-3	model-pdf-3	1.0	100.103	0.00998973	0.00988994	4086.34	0.000122356	0.000244688	model-iicr-4	model-cdf-4	model-pdf-4	1.0	100.103	0.00998973	0.00988994	4100.45	0.000121935	0.000243846	model-iicr-5	model-cdf-5	model-pdf-5
1.00231	100.105	2.30513e-05	0.00998931	4089.53	0.000122543	0.000244497	model-iicr-1	model-cdf-1	model-pdf-1	1.00231	100.105	2.30513e-05	0.00998931	4102.04	0.000122169	0.000243751	model-iicr-2	model-cdf-2	model-pdf-2	1.00231	100.105	2.30513e-05	0.00998931	4097.24	0.000122312	0.000244037	model-iicr-3	model-cdf-3	model-pdf-3	1.00231	100.105	2.30513e-05	0.00998931	4086.34	0.000122639	0.000244688	model-iicr-4	model-cdf-4	model-pdf-4	1.00231	100.105	2.30513e-05	0.00998931	4100.45	0.000122217	0.000243846	model-iicr-5	model-cdf-5	model-pdf-5
1.02096	100.107	0.000209364	0.00998725	4089.54	0.000124823	0.000244496	model-iicr-1	model-cdf-1	model-pdf-1	1.02096	100.107	0.000209364	0.00998725	4102.05	0.000124442	0.00024375	model-iicr-2	model-cdf-2	model-pdf-2	1.02096	100.107	0.000209364	0.00998725	4097.24	0.000124588	0.000244036	model-iicr-3	model-cdf-3	model-pdf-3	1.02096	100.107	0.000209364	0.00998725	4086.35	0.000124921	0.000244687	model-iicr-4	model-cdf-4	model-pdf-4	1.02096	100.107	0.000209364	0.00998725	4100.45	0.000124491	0.000243845	model-iicr-5	model-cdf-5	model-pdf-5
1.03996	100.109	0.000399104	0.00998516	4089.54	0.000127146	0.000244495	model-iicr-1	model-cdf-1	model-pdf-1	1.03996	100.109	0.000399104	0.00998516	4102.06	0.000126758	0.000243749	model-iicr-2	model-cdf-2	model-pdf-2	1.03996	100.109	0.000399104	0.00998516	4097.25	0.000126907	0.000244035	model-iicr-3	model-cdf-3	model-pdf-3	1.03996	100.109	0.000399104	0.00998516	4086.35	0.000127245	0.000244686	model-iicr-4	model-cdf-4	model-pdf-4	1.03996	100.109	0.000399104	0.00998516	4100.46	0.000126807	0.000243844	model-iicr-5	model-cdf-5	model-pdf-5
1.05931	100.111	0.000592335	0.00998303	4089.55	0.000129512	0.000244494	model-iicr-1	model-cdf-1	model-pdf-1	1.05931	100.111	0.000592335	0.00998303	4102.06	0.000129117	0.000243748	model-iicr-2	model-cdf-2	model-pdf-2	1.05931	100.111	0.000592335	0.00998303	4097.26	0.000129268	0.000244034	model-iicr-3	model-cdf-3	model-pdf-3	1.05931	100.111	0.000592335	0.00998303	4086.36	0.000129613	0.000244685	model-iicr-4	model-cdf-4	model-pdf-4	1.05931	100.111	0.000592335	0.00998303	4100.47	0.000129167	0.000243843	model-iicr-5	model-cdf-5	model-pdf-5
1.07903	100.113	0.000789119	0.00998086	4089.56	0.000131922	0.000244493	model-iicr-1	model-cdf-1	model-pdf-1	1.07903	100.113	0.000789119	0.00998086	4102.07	0.000131519	0.000243747	model-iicr-2	model-cdf-2	model-pdf-2	1.07903	100.113	0.000789119	0.00998086	4097.26	0.000131674	0.000244033	model-iicr-3	model-cdf-3	model-pdf-3	1.07903	100.113	0.000789119	0.00998086	4086.36	0.000132025	0.000244684	model-iicr-4	model-cdf-4	model-pdf-4	1.07903	100.113	0.000789119	0.00998086	4100.47	0.000131571	0.000243842	model-iicr-5	model-cdf-5	model-pdf-5
1.09911	100.115	0.000989522	0.00997865	4089.56	0.000134377	0.000244492	model-iicr-1	model-cdf-1	model-pdf-1	1.09911	100.115	0.000989522	0.00997865	4102.08	0.000133967	0.000243746	model-iicr-2	model-cdf-2	model-pdf-2	1.09911	100.115	0.000989522	0.00997865	4097.27	0.000134124	0.000244032	model-iicr-3	model-cdf-3	model-pdf-3	1.09911	100.115	0.000989522	0.00997865	4086.37	0.000134482	0.000244683	model-iicr-4	model-cdf-4	model-pdf-4	1.09911	100.115	0.000989522	0.00997865	4100.48	0.000134019	0.000243841	model-iicr-5	model-cdf-5	model-pdf-5
1.11956	100.117	0.00119361	0.00997639	4089.57	0.000136877	0.000244491	model-iicr-1	model-cdf-1	model-pdf-1	1.11956	100.117	0.00119361	0.00997639	4102.08	0.00013646	0.000243745	model-iicr-2	model-cdf-2	model-pdf-2	1.11956	100.117	0.00119361	0.00997639	4097.28	0.00013662	0.000244031	model-iicr-3	model-cdf-3	model-pdf-3	1.11956	100.117	0.00119361	0.00997639	4086.38	0.000136984	0.000244682	model-iicr-4	model-cdf-4	model-pdf-4	1.11956	100.117	0.00119361	0.00997639	4100.49	0.000136513	0.00024384	model-iicr-5	model-cdf-5	model-pdf-5
1.1404	100.119	0.00140145	0.0099741	4089.58	0.000139424	0.00024449	model-iicr-1	model-cdf-1	model-pdf-1	1.1404	100.119	0.00140145	0.0099741	4102.09	0.000138999	0.000243744	model-iicr-2	model-cdf-2	model-pdf-2	1.1404	100.119	0.00140145	0.0099741	4097.28	0.000139162	0.00024403	model-iicr-3	model-cdf-3	model-pdf-3	1.1404	100.119	0.00140145	0.0099741	4086.38	0.000139533	0.000244681	model-iicr-4	model-cdf-4	model-pdf-4	1.1404	100.119	0.00140145	0.0099741	4100.49	0.000139053	0.000243839	model-iicr-5	model-cdf-5	model-pdf-5
1.16162	100.121	0.0016131	0.00997176	4089.58	0.000142019	0.000244489	model-iicr-1	model-cdf-1	model-pdf-1	1.16162	100.121	0.0016131	0.00997176	4102.1	0.000141585	0.000243743	model-iicr-2	model-cdf-2	model-pdf-2	1.16162	100.121	0.0016131	0.00997176	4097.29	0.000141752	0.000244029	model-iicr-3	model-cdf-3	model-pdf-3	1.16162	100.121	0.0016131	0.00997176	4086.39	0.00014213	0.00024468	model-iicr-4	model-cdf-4	model-pdf-4	1.16162	100.121	0.0016131	0.00997176	4100.5	0.000141641	0.000243838	model-iicr-5	model-cdf-5	model-pdf-5
