time-1	source-iicr-1	source-cdf-1	source-pdf-1	inferred-iicr-1	inferred-cdf-1	inferred-pdf-1	model-iicr-1	model-cdf-1	model-pdf-1	time-2	source-iicr-2	source-cdf-2	source-pdf-2	inferred-iicr-2	inferred-cdf-2	inferred-pdf-2	model-iicr-2	model-cdf-2	model-pdf-2	time-3	source-iicr-3	source-cdf-3	source-pdf-3	inferred-iicr-3	inferred-cdf-3	inferred-pdf-3	model-iicr-3	model-cdf-3	model-pdf-3	time-4	source-iicr-4	source-cdf-4	source-pdf-4	inferred-iicr-4	inferred-cdf-4	inferred-pdf-4	model-iicr-4	model-cdf-4	model-pdf-4	time-5	source-iicr-5	source-cdf-5	source-pdf-5	inferred-iicr-5	inferred-cdf-5	inferred-pdf-5	model-iicr-5	model-cdf-5	model-pdf-5
1.0	100.014	0.00999859	0.00989862	99.2626	0.00502511	0.0100237	model-iicr-1	model-cdf-1	model-pdf-1	1.0	100.014	0.00999859	0.00989862	99.2626	0.00502511	0.0100237	model-iicr-2	model-cdf-2	model-pdf-2	1.0	100.014	0.00999859	0.00989862	99.2626	0.00502511	0.0100237	model-iicr-3	model-cdf-3	model-pdf-3	1.0	100.014	0.00999859	0.00989862	99.2626	0.00502511	0.0100237	model-iicr-4	model-cdf-4	model-pdf-4	1.0	100.014	0.00999859	0.00989862	99.2626	0.00502511	0.0100237	model-iicr-5	model-cdf-5	model-pdf-5
1.00231	100.014	2.30719e-05	0.00999833	99.2626	0.00503668	0.0100235	model-iicr-1	model-cdf-1	model-pdf-1	1.00231	100.014	2.30719e-05	0.00999833	99.2626	0.00503668	0.0100235	model-iicr-2	model-cdf-2	model-pdf-2	1.00231	100.014	2.30719e-05	0.00999833	99.2626	0.00503668	0.0100235	model-iicr-3	model-cdf-3	model-pdf-3	1.00231	100.014	2.30719e-05	0.00999833	99.2626	0.00503668	0.0100235	model-iicr-4	model-cdf-4	model-pdf-4	1.00231	100.014	2.30719e-05	0.00999833	99.2626	0.00503668	0.0100235	model-iicr-5	model-cdf-5	model-pdf-5
1.02096	100.015	0.000209554	0.00999644	99.2631	0.00513016	0.0100226	model-iicr-1	model-cdf-1	model-pdf-1	1.02096	100.015	0.000209554	0.00999644	99.2631	0.00513016	0.0100226	model-iicr-2	model-cdf-2	model-pdf-2	1.02096	100.015	0.000209554	0.00999644	99.2631	0.00513016	0.0100226	model-iicr-3	model-cdf-3	model-pdf-3	1.02096	100.015	0.000209554	0.00999644	99.2631	0.00513016	0.0100226	model-iicr-4	model-cdf-4	model-pdf-4	1.02096	100.015	0.000209554	0.00999644	99.2631	0.00513016	0.0100226	model-iicr-5	model-cdf-5	model-pdf-5
1.03996	100.015	0.000399471	0.00999452	99.2636	0.00522537	0.0100215	model-iicr-1	model-cdf-1	model-pdf-1	1.03996	100.015	0.000399471	0.00999452	99.2636	0.00522537	0.0100215	model-iicr-2	model-cdf-2	model-pdf-2	1.03996	100.015	0.000399471	0.00999452	99.2636	0.00522537	0.0100215	model-iicr-3	model-cdf-3	model-pdf-3	1.03996	100.015	0.000399471	0.00999452	99.2636	0.00522537	0.0100215	model-iicr-4	model-cdf-4	model-pdf-4	1.03996	100.015	0.000399471	0.00999452	99.2636	0.00522537	0.0100215	model-iicr-5	model-cdf-5	model-pdf-5
1.05931	100.015	0.000592884	0.00999255	99.2641	0.00532234	0.0100205	model-iicr-1	model-cdf-1	model-pdf-1	1.05931	100.015	0.000592884	0.00999255	99.2641	0.00532234	0.0100205	model-iicr-2	model-cdf-2	model-pdf-2	1.05931	100.015	0.000592884	0.00999255	99.2641	0.00532234	0.0100205	model-iicr-3	model-cdf-3	model-pdf-3	1.05931	100.015	0.000592884	0.00999255	99.2641	0.00532234	0.0100205	model-iicr-4	model-cdf-4	model-pdf-4	1.05931	100.015	0.000592884	0.00999255	99.2641	0.00532234	0.0100205	model-iicr-5	model-cdf-5	model-pdf-5
1.07903	100.015	0.000789858	0.00999056	99.2646	0.00542111	0.0100195	model-iicr-1	model-cdf-1	model-pdf-1	1.07903	100.015	0.000789858	0.00999056	99.2646	0.00542111	0.0100195	model-iicr-2	model-cdf-2	model-pdf-2	1.07903	100.015	0.000789858	0.00999056	99.2646	0.00542111	0.0100195	model-iicr-3	model-cdf-3	model-pdf-3	1.07903	100.015	0.000789858	0.00999056	99.2646	0.00542111	0.0100195	model-iicr-4	model-cdf-4	model-pdf-4	1.07903	100.015	0.000789858	0.00999056	99.2646	0.00542111	0.0100195	model-iicr-5	model-cdf-5	model-pdf-5
1.09911	100.016	0.000990457	0.00998852	99.2651	0.0055217	0.0100184	model-iicr-1	model-cdf-1	model-pdf-1	1.09911	100.016	0.000990457	0.00998852	99.2651	0.0055217	0.0100184	model-iicr-2	model-cdf-2	model-pdf-2	1.09911	100.016	0.000990457	0.00998852	99.2651	0.0055217	0.0100184	model-iicr-3	model-cdf-3	model-pdf-3	1.09911	100.016	0.000990457	0.00998852	99.2651	0.0055217	0.0100184	model-iicr-4	model-cdf-4	model-pdf-4	1.09911	100.016	0.000990457	0.00998852	99.2651	0.0055217	0.0100184	model-iicr-5	model-cdf-5	model-pdf-5
1.11956	100.016	0.00119475	0.00998645	99.2656	0.00562416	0.0100173	model-iicr-1	model-cdf-1	model-pdf-1	1.11956	100.016	0.00119475	0.00998645	99.2656	0.00562416	0.0100173	model-iicr-2	model-cdf-2	model-pdf-2	1.11956	100.016	0.00119475	0.00998645	99.2656	0.00562416	0.0100173	model-iicr-3	model-cdf-3	model-pdf-3	1.11956	100.016	0.00119475	0.00998645	99.2656	0.00562416	0.0100173	model-iicr-4	model-cdf-4	model-pdf-4	1.11956	100.016	0.00119475	0.00998645	99.2656	0.00562416	0.0100173	model-iicr-5	model-cdf-5	model-pdf-5
1.1404	100.016	0.0014028	0.00998434	99.2661	0.00572851	0.0100162	model-iicr-1	model-cdf-1	model-pdf-1	1.1404	100.016	0.0014028	0.00998434	99.2661	0.00572851	0.0100162	model-iicr-2	model-cdf-2	model-pdf-2	1.1404	100.016	0.0014028	0.00998434	99.2661	0.00572851	0.0100162	model-iicr-3	model-cdf-3	model-pdf-3	1.1404	100.016	0.0014028	0.00998434	99.2661	0.00572851	0.0100162	model-iicr-4	model-cdf-4	model-pdf-4	1.1404	100.016	0.0014028	0.00998434	99.2661	0.00572851	0.0100162	model-iicr-5	model-cdf-5	model-pdf-5
1.16162	100.017	0.00161467	0.00998219	99.2667	0.00583479	0.0100151	model-iicr-1	model-cdf-1	model-pdf-1	1.16162	100.017	0.00161467	0.00998219	99.2667	0.00583479	0.0100151	model-iicr-2	model-cdf-2	model-pdf-2	1.16162	100.017	0.00161467	0.00998219	99.2667	0.00583479	0.0100151	model-iicr-3	model-cdf-3	model-pdf-3	1.16162	100.017	0.00161467	0.00998219	99.2667	0.00583479	0.0100151	model-iicr-4	model-cdf-4	model-pdf-4	1.16162	100.017	0.00161467	0.00998219	99.2667	0.00583479	0.0100151	model-iicr-5	model-cdf-5	model-pdf-5
1.18324	100.017	0.00183044	0.00998	99.2672	0.00594304	0.010014	model-iicr-1	model-cdf-1	model-pdf-1	1.18324	100.017	0.00183044	0.00998	99.2672	0.00594304	0.010014	model-iicr-2	model-cdf-2	model-pdf-2	1.18324	100.017	0.00183044	0.00998	99.2672	0.00594304	0.010014	model-iicr-3	model-cdf-3	model-pdf-3	1.18324	100.017	0.00183044	0.00998	99.2672	0.00594304	0.010014	model-iicr-4	model-cdf-4	model-pdf-4	1.18324	100.017	0.00183044	0.00998	99.2672	0.00594304	0.010014	model-iicr-5	model-cdf-5	model-pdf-5
1.20526	100.017	0.00205018	0.00997777	99.2678	0.00605329	0.0100128	model-iicr-1	model-cdf-1	model-pdf-1	1.20526	100.017	0.00205018	0.00997777	99.2678	0.00605329	0.0100128	model-iicr-2	model-cdf-2	model-pdf-2	1.20526	100.017	0.00205018	0.00997777	99.2678	0.00605329	0.0100128	model-iicr-3	model-cdf-3	model-pdf-3	1.20526	100.017	0.00205018	0.00997777	99.2678	0.00605329	0.0100128	model-iicr-4	model-cdf-4	model-pdf-4	1.20526	100.017	0.00205018	0.00997777	99.2678	0.00605329	0.0100128	model-iicr-5	model-cdf-5	model-pdf-5
1.22769	100.018	0.00227396	0.00997551	99.2683	0.00616557	0.0100116	model-iicr-1	model-cdf-1	model-pdf-1	1.22769	100.018	0.00227396	0.00997551	99.2683	0.00616557	0.0100116	model-iicr-2	model-cdf-2	model-pdf-2	1.22769	100.018	0.00227396	0.00997551	99.2683	0.00616557	0.0100116	model-iicr-3	model-cdf-3	model-pdf-3	1.22769	100.018	0.00227396	0.00997551	99.2683	0.00616557	0.0100116	model-iicr-4	model-cdf-4	model-pdf-4	1.22769	100.018	0.00227396	0.00997551	99.2683	0.00616557	0.0100116	model-iicr-5	model-cdf-5	model-pdf-5
1.25054	100.018	0.00250185	0.00997319	99.2689	0.00627994	0.0100104	model-iicr-1	model-cdf-1	model-pdf-1	1.25054	100.018	0.00250185	0.00997319	99.2689	0.00627994	0.0100104	model-iicr-2	model-cdf-2	model-pdf-2	1.25054	100.018	0.00250185	0.00997319	99.2689	0.00627994	0.0100104	model-iicr-3	model-cdf-3	model-pdf-3	1.25054	100.018	0.00250185	0.00997319	99.2689	0.00627994	0.0100104	model-iicr-4	model-cdf-4	model-pdf-4	1.25054	100.018	0.00250185	0.00997319	99.2689	0.00627994	0.0100104	model-iicr-5	model-cdf-5	model-pdf-5
